Building_Code,Date,Gas_Consumption,Month,Year,Season
F62X,2024-07-01,1530.0,7,2024,Winter
F916,2024-07-01,68765.0,7,2024,Winter
F940,2024-07-01,27497.2,7,2024,Winter
G403 Biochemistry Gas meter,2024-07-01,6.36,7,2024,Winter
G404 Microbiology Gas meter,2024-07-01,20535.605,7,2024,Winter
G412,2024-07-01,49971.04,7,2024,Winter
G501 Staff Club Gas meter,2024-07-01,1803.29,7,2024,Winter
G601,2024-07-01,919.0,7,2024,Winter
G608,2024-07-01,33903.0,7,2024,Winter
G60X,2024-07-01,16152.0,7,2024,Winter
F204,2024-08-01,6910.0,8,2024,Winter
F402,2024-08-01,5099.0,8,2024,Winter
F405,2024-08-01,22472.0,8,2024,Winter
F512,2024-08-01,18783.0,8,2024,Winter
F516/17,2024-08-01,4360.0,8,2024,Winter
F603,2024-08-01,3831.0,8,2024,Winter
F620 Psychology 2,2024-08-01,1556.67,8,2024,Winter
F62X,2024-08-01,1179.0,8,2024,Winter
F916,2024-08-01,314414.0,8,2024,Winter
F940,2024-08-01,355927.73,8,2024,Winter
G403 Biochemistry Gas meter,2024-08-01,6188.46,8,2024,Winter
G404 Microbiology Gas meter,2024-08-01,1473713.81,8,2024,Winter
G412,2024-08-01,1849.0,8,2024,Winter
G501 Staff Club Gas meter,2024-08-01,2086.16,8,2024,Winter
G601,2024-08-01,430.0,8,2024,Winter
G608,2024-08-01,33198.0,8,2024,Winter
G60X,2024-08-01,35001.0,8,2024,Winter
F204,2024-09-01,6669.0,9,2024,Spring
F402,2024-09-01,11632.0,9,2024,Spring
F405,2024-09-01,24521.0,9,2024,Spring
F512,2024-09-01,23531.0,9,2024,Spring
F516/17,2024-09-01,4956.0,9,2024,Spring
F603,2024-09-01,4633.0,9,2024,Spring
F620 Psychology 2,2024-09-01,1910.46,9,2024,Spring
F62X,2024-09-01,1068.0,9,2024,Spring
F916,2024-09-01,613.0,9,2024,Spring
F940,2024-09-01,86881.15,9,2024,Spring
G403 Biochemistry Gas meter,2024-09-01,19616.94,9,2024,Spring
G404 Microbiology Gas meter,2024-09-01,12373.36,9,2024,Spring
G412,2024-09-01,20654.31,9,2024,Spring
G501 Staff Club Gas meter,2024-09-01,1661.85,9,2024,Spring
G601,2024-09-01,919.0,9,2024,Spring
G608,2024-09-01,10995.0,9,2024,Spring
G60X,2024-09-01,41296.0,9,2024,Spring
F204,2024-10-01,4329.0,10,2024,Spring
F402,2024-10-01,10011.0,10,2024,Spring
F405,2024-10-01,22403.0,10,2024,Spring
F512,2024-10-01,20101.0,10,2024,Spring
F516/17,2024-10-01,4198.0,10,2024,Spring
F603,2024-10-01,3023.0,10,2024,Spring
F620 Psychology 2,2024-10-01,2759.55,10,2024,Spring
F62X,2024-10-01,1380.0,10,2024,Spring
F916,2024-10-01,2239.0,10,2024,Spring
F940,2024-10-01,128091.01,10,2024,Spring
G403 Biochemistry Gas meter,2024-10-01,21851.6,10,2024,Spring
G404 Microbiology Gas meter,2024-10-01,12143.295,10,2024,Spring
G412,2024-10-01,1508.44,10,2024,Spring
G501 Staff Club Gas meter,2024-10-01,2044.64,10,2024,Spring
G601,2024-10-01,1097.0,10,2024,Spring
G608,2024-10-01,19932.0,10,2024,Spring
G60X,2024-10-01,42049.0,10,2024,Spring
