Gas_Consumption_RollingMean_3,Gas_Consumption_Lag_12,Building_Code_Encoded,Gas_Consumption_RollingMean_12,Gas_Consumption_Lag_1,Gas_Consumption_RollingMean_6,Gas_Consumption_Lag_2,Gas_Consumption_Lag_3,Gas_Consumption_Lag_6,Gas_Consumption
2929.6666666666665,2358.04,5,1596.3591666666664,4637.0,2437.4083333333333,2383.0,2630.0,921.11,1769.0
4127.536666666667,4457.74,6,4699.494166666666,3785.54,4605.150000000001,4846.91,4599.25,5448.35,3750.16
3915.3333333333235,50627.18,7,8831.750833333334,4060.0,4066.2183333333337,4184.0,4125.0,3927.06,3502.0
29586.666666666668,1509.5,8,55764.400833333326,51686.0,51563.90666666667,36294.0,91851.0,54209.26,780.0
203804.74666666667,131764.4,9,72032.09916666667,435901.71,115486.23166666669,30191.84,28062.87,17271.6,145320.69
48.44333333333333,35.36,10,47.47,42.43,44.669999999999995,70.72,18.03,33.24,32.18
20602.06166666667,18227.345,11,18214.477083333335,21328.335,19881.143333333333,20808.205,19593.965,16878.415,19669.645
11556.333333333314,2779.89,12,53639.849166666674,15545.0,16900.22333333333,18887.0,53925.0,3177.02,237.0
1708.9966666666667,1838.65,13,1246.3883333333333,1485.06,1679.5316666666665,2262.95,1732.57,883.96,1378.98
817.0,1370.5,14,730.0208333333334,920.0,856.0083333333333,770.0,1010.0,639.57,761.0
4047.3333333333335,3285.7,15,6205.891666666666,4266.0,4156.598333333332,4283.0,4568.0,3408.53,3593.0
27873.333333333332,42049.0,16,10302.429166666667,41296.0,14679.19,275.0,1195.0,0.0,42049.0
6902.0,7918.79,0,4900.321666666667,5770.0,7079.2,9178.0,8593.0,4696.02,5758.0
9393.0,4290.24,1,7363.9975,9337.0,8919.821666666667,9202.0,7559.0,7559.02,9640.0
18780.333333333332,17254.62,2,11469.225833333332,16271.0,20353.938333333335,23417.0,23807.0,6140.41,16653.0
17486.0,3531.39,3,13580.030833333332,15768.0,17169.940000000002,22678.0,20565.0,13629.93,14012.0
4378.666666666667,3953.94,4,3481.775,3589.0,4697.638333333333,5450.0,5718.0,4075.6,4097.0
2600.9999999999995,1768.53,5,1565.3983333333333,1769.0,2436.895,4637.0,2383.0,1400.08,1397.0
3372.786666666667,4953.04,6,4501.962500000001,3750.16,4145.224999999999,3785.54,4846.91,5342.21,2582.66
3414.9999999999905,30496.59,7,6513.951666666668,3502.0,3752.7383333333332,4060.0,4184.0,4563.88,2683.0
21482.0,12551.58,8,55716.769166666665,780.0,35847.013333333336,51686.0,36294.0,106281.36,11980.0
220294.94666666668,62315.05,9,73477.71500000001,145320.69,124379.81500000002,435901.71,30191.84,26300.94,79662.44
53.74666666666665,106.08,10,45.84916666666666,32.18,48.73666666666667,42.43,70.72,62.23,86.63
19880.671666666665,17449.455,11,18314.025416666667,19669.645,19744.333333333332,21328.335,20808.205,19464.895,18644.035
5463.666666666647,40506.95,12,50315.02,237.0,16819.706666666665,15545.0,18887.0,1092.1,609.0
1414.34,1520.42,13,1234.6016666666667,1378.98,1661.8516666666665,1485.06,2262.95,1485.06,1378.98
854.0,1461.86,14,681.6158333333334,761.0,881.02,920.0,770.0,730.93,881.0
3947.3333333333335,3838.43,15,6217.939166666667,3593.0,4226.755,4266.0,4283.0,3562.06,3983.0
30724.736666666664,2173.43,16,10857.077500000001,42049.0,16150.725,41296.0,275.0,0.0,8829.21
5276.0,4020.78,0,4923.59,5758.0,6849.5,5770.0,9178.0,5678.2,4300.0
8568.333333333334,4687.49,1,7534.040000000001,9640.0,8332.333333333334,9337.0,9202.0,10252.93,6728.0
15696.333333333334,7254.4,2,12045.109166666667,16653.0,20370.666666666668,16271.0,23417.0,14064.63,14165.0
14220.666666666666,12390.85,3,13620.960000000001,14012.0,17205.333333333332,15768.0,22678.0,12669.64,12882.0
3383.6666666666665,2919.83,4,3443.8725,4097.0,4353.166666666667,3589.0,5450.0,4531.83,2465.0
1399.333333333333,663.2,5,1596.131666666667,1397.0,2308.0,1769.0,4637.0,1805.37,1032.0
3136.9266666666663,4634.63,6,4372.24,2582.66,3773.7466666666664,3750.16,3785.54,5306.83,3077.96
3607.3333333333235,19069.22,7,5311.266666666667,2683.0,3865.1666666666665,3502.0,4060.0,3962.43,4637.0
4999.666666666667,46780.08,8,52005.012500000004,11980.0,32471.666666666668,780.0,51686.0,22491.08,2239.0
126177.56333333334,18670.99,9,84717.59583333334,79662.44,145448.18500000003,145320.69,435901.71,27139.34,153549.56
78.96999999999998,35.36,10,52.744166666666665,86.63,61.34833333333333,32.18,42.43,42.43,118.1
18529.600000000002,16141.185,11,18408.52,18644.035,19553.217500000002,19669.645,21328.335,18421.815,17275.12
2838.333333333314,6304.39,12,50428.737499999996,609.0,16145.333333333334,237.0,15545.0,11715.24,7669.0
1202.1899999999998,636.45,13,1252.2816666666665,1378.98,1514.5249999999999,1378.98,1485.06,1732.57,848.61
740.3333333333334,944.12,14,651.1891666666667,881.0,820.1666666666666,761.0,920.0,944.12,579.0
5219.0,3930.55,15,6563.81,3983.0,4795.666666666667,3593.0,4266.0,4667.53,8081.0
18137.403333333332,2682.82,16,10928.009166666665,8829.21,16196.368333333332,42049.0,41296.0,3260.14,3534.0
4461.0,3345.53,0,4921.879166666667,4300.0,6154.0,5758.0,5770.0,7498.0,3325.0
7019.0,4528.59,1,7547.4075,6728.0,7859.166666666667,9640.0,9337.0,7528.0,4689.0
10272.666666666666,0.0,2,12045.109166666667,14165.0,15718.833333333334,16653.0,16271.0,27911.0,0.0
11826.333333333334,12390.85,3,13303.805833333332,12882.0,15748.333333333334,14012.0,15768.0,17327.0,8585.0
2904.0,2281.12,4,3432.9458333333337,2465.0,3911.5,4097.0,3589.0,4800.0,2150.0
1057.6666666666663,589.51,5,1609.0058333333334,1032.0,1993.6666666666667,1397.0,1769.0,2630.0,744.0
2441.1433333333334,3927.06,6,4183.5525,3077.96,3284.3399999999997,2582.66,3750.16,4599.25,1662.81
3100.3333333333235,17724.82,7,3999.281666666667,4637.0,3507.8333333333335,2683.0,3502.0,4125.0,1981.0
41222.333333333336,124769.5,8,50728.22083333333,2239.0,35404.5,11980.0,780.0,91851.0,109448.0
83865.09666666666,20524.4,9,84539.17,153549.56,143834.9216666667,79662.44,145320.69,28062.87,18383.29
85.9233333333333,35.36,10,54.217499999999994,118.1,67.18333333333334,86.63,32.18,18.03,53.04
16877.906666666666,16158.865,11,18288.161666666667,17275.12,18739.984166666665,18644.035,19669.645,19593.965,14714.565
4407.333333333314,434059.75,12,14669.091666666673,7669.0,7981.833333333333,609.0,237.0,53925.0,4944.0
848.6066666666666,212.15,13,1261.1216666666667,848.61,1278.8016666666665,1378.98,1378.98,1732.57,318.23
506.97,60.91,14,651.1891666666667,579.0,661.985,881.0,761.0,1010.0,60.91
8551.0,31198.77,15,5096.329166666666,8081.0,6299.166666666667,3983.0,3593.0,4568.0,13589.0
13414.730000000001,27880.98,16,10928.009166666669,3534.0,20644.031666666666,8829.21,42049.0,1195.0,27880.98
3162.6666666666665,920.79,0,5000.3966666666665,3325.0,5032.333333333333,4300.0,5758.0,8593.0,1863.0
4621.3133333333335,4845.66,1,7347.514166666668,4689.0,7007.156666666666,6728.0,9640.0,7559.0,2446.94
4721.666666666667,0.0,2,12045.109166666667,0.0,11751.0,14165.0,16653.0,23807.0,0.0
8761.666666666666,12390.85,3,12672.735,8585.0,13123.833333333334,12882.0,14012.0,20565.0,4818.0
2009.3333333333333,1003.69,4,3467.0550000000003,2150.0,3194.0,2465.0,4097.0,5718.0,1413.0
626.9999999999997,221.07,5,1599.3333333333333,744.0,1614.0,1032.0,1397.0,2383.0,105.0
1934.0466666666664,4422.36,6,3903.47,1662.81,2653.4166666666665,3077.96,2582.66,4846.91,1061.37
2843.3333333333235,6969.64,7,3577.8116666666665,1981.0,3129.1666666666665,4637.0,2683.0,4184.0,1912.0
82557.33333333333,66319.84,8,56533.65083333334,109448.0,52019.666666666664,2239.0,11980.0,36294.0,135985.0
65351.70333333333,24459.56,9,84511.06166666666,18383.29,142823.32500000004,153549.56,79662.44,30191.84,24122.26
66.47666666666665,49.5,10,52.449999999999996,53.04,60.11166666666666,118.1,86.63,70.72,28.29
15823.586666666668,13683.765,11,18437.9375,14714.565,17852.12916666667,17275.12,18644.035,20808.205,15481.075
6320.333333333314,40273.45,12,11841.97083333334,4944.0,5892.0,7669.0,609.0,18887.0,6348.0
612.8833333333332,636.45,13,1264.0683333333332,318.23,1013.6116666666667,848.61,1378.98,2262.95,671.81
253.91,121.82,14,651.1891666666667,60.91,553.955,579.0,881.0,770.0,121.82
14327.333333333334,4790.36,15,6473.1325,13589.0,9137.333333333334,8081.0,3983.0,4283.0,21312.0
11377.253333333334,2716.78,16,10928.009166666669,27880.98,21050.995,3534.0,8829.21,275.0,2716.78
2374.0,1227.72,0,5059.253333333333,1863.0,3825.0,3325.0,4300.0,9178.0,1934.0
4636.3133333333335,4101.17,1,7570.166666666667,2446.94,6602.323333333334,4689.0,6728.0,9202.0,6773.0
406.78999999999996,1220.37,2,12045.109166666667,0.0,8051.561666666667,0.0,14165.0,23417.0,1220.37
6451.666666666667,3283.57,3,12895.104166666666,4818.0,10336.166666666666,8585.0,12882.0,22678.0,5952.0
1527.0,1155.77,4,3455.5741666666668,1413.0,2455.3333333333335,2150.0,2465.0,5450.0,1018.0
343.33333333333303,368.44,5,1583.7133333333331,105.0,871.3333333333334,744.0,1032.0,4637.0,181.0
1521.2933333333333,5377.59,6,3608.6458333333335,1061.37,2329.11,1662.81,3077.96,3785.54,1839.7
1599.666666666657,3396.37,7,3370.2808333333337,1912.0,2603.5,1981.0,4637.0,4060.0,906.0
117142.0,55159.11,8,60769.80833333333,135985.0,61070.833333333336,109448.0,2239.0,51686.0,105993.0
22203.166666666668,28226.2,9,84167.54083333333,24122.26,74190.36500000002,18383.29,153549.56,435901.71,24103.95
35.83333333333332,42.08,10,51.12416666666667,28.29,57.401666666666664,53.04,118.1,42.43,26.17
15486.068333333335,18975.18,11,18211.88625,15481.075,17007.834166666667,14714.565,17275.12,21328.335,16262.565
