Category,Meter_location,Jan_2022,Feb_2022,Mar_2022,Apr_2022,May_2022,Jun_2022,Jul_2022,Aug_2022,Sep_2022,Oct_2022,Nov_2022,Dec_2022,Jan_2023,Feb_2023,Mar_2023,Apr_2023,May_2023,Jun_2023,Jul_2023,Aug_2023,Sep_2023,Oct_2023,Nov_2023,Dec_2023,Jan_2024,Feb_2024,Mar_2024,Apr_2024,May_2024,Jun_2024,Jul_2024,Aug_2024,Sep_2024,Oct_2024,Nov_2024,Dec_2024
Janitza_Med_Data,E201 Dental Walsh MSSB 5-1:,6585,6020,6611,6137,6186,5739,5879,6072,5934,6249.78,6107.14,6360.14,6569.46,6128.04,6868.63,6563.83,6667.1,6226.08,6374.34,6430.43,6177.26,6328.94,6546.48,7074.91,7076.11,6596.86,6829.17,6513.89,6369.44,6148.93,6476.37,6530.34,6452.27,6842.99,0,0
Janitza_Med_Data,E201 Dental Walsh Riser 1:,13596,12978,15785,15240,16626,15410,16760,16918,16610,17053.39,15379.41,14136.67,13904.66,14874.16,16676.88,14716.58,16822.11,14623.55,15529.15,16360.77,15199.46,15686.3,13197.98,12053.79,13472.35,14054.98,16469.28,16193.76,17678.46,15262.66,17347.49,16939.84,16085.44,17585.73,0,0
Janitza_Med_Data,E201 Dental Walsh Riser 2:,10529,12597,15835,13944,16583,15061,16048,15889,15562,15095.82,13715.89,11877.94,12233.63,13890.85,16659.14,14955.73,17234.72,14408.64,16833.92,17815.97,17418.14,16779.58,14694.62,13467.74,13292.45,15657.6,16825.54,16350.02,19560.38,16545.44,17841.02,18679.68,18472.74,18825.73,0,0
Janitza_Med_Data,E209 1  Zoology all buildings:,68939,61325,71092,65658,71186,72432,78334,77359,76093,74203.65,67271.68,68214.27,68709.89,65343.49,71593.98,67376.13,70440.96,67592.2,71817.22,75611.65,70140.41,70515.2,66847.23,67720.7,71308.8,68215.8,68503.04,66613.25,72144.38,65764.87,70384.13,72072.7,70238.72,71775.74,0,0
Janitza_Med_Data,E209 2 Marples Building Incl. Annex:,16634,15790,19969,18571,21909,22878,26818,25908,25087,22399.87,17240.32,15197.57,12444.16,12331.26,15157.5,15472.64,18434.3,17960.58,19276.29,20465.02,18115.46,16984.45,15260.16,12803.46,13183.87,14156.29,17629.44,18262.91,20807.68,17103.74,20336.51,20950.02,19475.97,4911.36,0,0
Janitza_Med_Data,E209 Zoology Annex DBGC:,2074,2263,2343,2968,3569,4558,6283,5806,5722,5184.43,3251.87,2053.36,775.33,254.56,203.5,162.46,297.36,524.69,606.7,686.08,612.93,356.88,428.75,189.55,657.39,989.6,1503.15,1715.79,2335.89,1066.34,2221.6,2531.22,2215.92,497.31,0,0
Janitza_Med_Data,E209 Zoology Annex DBGD:,3684,3509,3978,4521,5153,5334,5400,5707,5328,5279.17,4430.08,4233.47,3289.68,3320.78,3257.28,4069.07,4339.89,4454.86,4426.77,4709.38,4377.25,4566.5,4289.95,3719.65,3180.8,2741.38,4227.78,4531.07,4828.13,4489.76,4812.35,4821.92,4402.27,1136.93,0,0
Janitza_Med_Data,E211 Parker Building:,14536,13171,14418,14312,15584,17409,18481,16094,14788,14518.53,13236.86,14005.89,14956.29,15404.93,16426.37,16214.02,15262.34,14541.31,15721.47,16763.01,14626.56,14330.75,13536.13,15684.61,17016.96,15766.66,16360.19,15856.77,16742.02,16264.45,15050.5,18430.72,16752.64,4628.74,0,0
Janitza_Med_Data,E305 325 Gt King main meter:,144766,135177,156041,149607,162692,163106,167652,164350,152730,156156.92,148409.34,151717.89,157411.33,144988.16,167715.84,157297.66,166341.63,168643.58,174352.39,173496.31,163222.53,161936.39,165067.78,168750.08,167402.5,156158.97,166820.86,162790.41,174148.61,167731.2,178936.83,178402.3,169021.44,174530.56,0,0
Janitza_Med_Data,E305 325 Gt King Physiotherapy:,17018,18031,21186,20140,25463,29156,31791,29279,24787,20698.88,16445.18,15522.3,14908.67,14994.69,18892.8,17336.06,20287.49,26217.73,28550.14,29927.17,22114.3,20811.01,19259.39,15597.82,15017.73,14398.21,16729.86,18967.3,24427.01,22372.61,25731.33,26103.04,22313.73,6135.04,0,0
Janitza_Med_Data,E305 325 Gt King Server Room CRAC1:,2951,2790,2846,2635,3236,3253,2782,2630,2329,2665.67,3911.72,4562.12,6418.16,6951.7,7449.7,6954.67,7661.62,6461.24,6093.3,4812.1,6564.35,5207.62,2942.4,4673.99,4571.89,6752.4,6608.69,5754.85,3716.88,3372.59,4863.87,4562.34,4219.14,5088.43,0,0
Janitza_Med_Data,E305 325 Gt King Server Room CRAC2:,8531,7153,10246,9480,10586,9822,8189,9110,8779,8073.54,5309.22,4611.81,5775.12,3367.6,5102.18,6061.3,119.2,130.99,119.7,118.42,113.78,1596.96,7568.59,6582.38,7250.8,548.42,116.21,121.09,508.62,2983.14,333.6,118.02,113.02,116.37,0,0
Janitza_Med_Data,E305 325 Gt King Server Room CRAC4:,7551,7270,8272,7167,5102,3700,3271,3827,2932,4247.5,6234.68,6808.4,7727.74,7974.69,8704.98,6949.47,7454.92,4761.42,3807.7,3499.06,4597.39,4911.63,3848.94,4745.36,5669.44,6608.56,6717.17,6294.1,4794.78,3387.33,3739.41,4256.69,4322.02,4822.61,0,0
Janitza_Med_Data,E305 325 Gt King st Server Room CRAC5:,2784,2088,2334,2175,2743,2663,2490,2587,2569,3054.36,4469.48,6041.82,6479.56,3932.32,5837.06,4227.05,6214.39,8108.14,7950.3,8083.05,9611.49,10335.54,9966.52,11743.81,12397.76,11672.94,11401.23,10703.58,8449.22,7543.84,8291.6,7346.34,7343.47,8547.23,0,0
Janitza_Med_Data,E305 325 Gt King st Server Room CRAC6:,1434,1304,1494,1525,1819,1862,1555,1525,1403,1622.47,1845.19,1949.63,3070.04,4102.2,2179.85,889.7,2451.24,1371.13,1409.08,1459.14,1770.94,1864.08,1685.19,2805.88,2591.14,4204.18,3804.17,2974.62,3465.93,3343.91,4091.92,3983.54,4469.95,4893.58,0,0
Janitza_Med_Data,"E315 71 Frederick Street, MSB:",6870,7820,9295,11303,20466,24005,26470,27920,24384,19158.27,9323.58,9694.46,7358.85,6912.9,10572.22,11960,17779.9,25637.06,30180.16,32131.33,20672.51,17035.07,15071.55,10589.12,9619.14,9625.34,15590.02,18782.85,31821.57,27753.6,32741.38,32333.76,25001.73,18721.09,0,0
Janitza_Med_Data,E325 1 Eccles Mains:,99281,87614,101867,90905,95245,94547,81149,90479,92471,100374.27,135999.75,104441.6,110138.11,108091.39,105197.57,99039.74,100496.9,98004.99,98439.68,104721.66,94280.45,119765.51,113734.66,117110.53,148580.36,102839.3,106365.19,103396.87,106544.64,106797.57,107563.01,105120.77,90998.27,109484.03,0,0
Janitza_Med_Data,E325 2 Eccles Physio Building:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Janitza_Med_Data,E325 3 Eccles Generator:,0,0,0,0,119,0,1307.82,1487.83,150.77,200.39,146.48,194.63,67.8,63.4,88.7,368.4,290.47,107.2,1307.82,1487.83,150.77,200.39,146.48,194.63,135.59,126.8,177.39,736.8,0,214.41,2826.28,6303.22,190.05,148.71,0,0
Janitza_Med_Data,E325 Eccles DB 1.1:,2382,2186,2570,2446,2733,2825,2939,2805,2719,2878.3,2897.73,2850.76,2870.56,2791.17,3040.27,2952.58,3127.65,3055.15,3119.52,3116.67,3146.63,3257.1,2979.73,3131.16,3334.51,3308.89,3719.5,3817.94,3992.03,3780.94,4135.77,4318.86,4271.93,4385.38,0,0
Janitza_Med_Data,E325 Eccles DB 2.1:,2679,2207,2891,3028,3365,3416,3235,2627,2772,2780.63,2682.89,2828.27,2853.44,2608.28,2929.24,2628.43,3034.38,2802.34,3028.01,3055.62,2970.26,3124.13,3043.58,2854.83,2777.46,2782.97,2921.67,2902.91,3103.9,2979.3,3124.33,3050.87,2902.83,3077.03,0,0
Janitza_Med_Data,E325 Eccles DB 3.1:,3110,3102,3371,3103,3372,3117,3352,3526,3386,3433.97,3418.28,3448.88,3642.64,3261.96,3684.19,3371.74,3637.85,3449.79,3614.26,3729.27,3419.94,3518.98,3332.86,3367.3,3463.87,3220.6,3315.45,3282.02,3487.42,3093.41,3189.99,3131.95,3040.99,3090.26,0,0
Janitza_Med_Data,E325 Eccles DB 3.2:,1321,1380,1685,1527,1776,1747,2007,2010,1795,1768.86,1733.17,1503.24,1733.67,1590.15,1790.15,1452.9,1825.71,1941.49,1798.79,1767,1735.02,1571.2,1690.86,1647.1,1648.93,1529.14,1413.56,1533.39,1462.62,1169.26,1270.33,1344.01,1475.92,1432.34,0,0
Janitza_Med_Data,E325 Eccles DB 4.1:,1459,223,275,1528,1896,1873,1921,1962,1865,1886.58,2053.39,1937.53,2196.74,1792.51,2007.89,1851.13,2130.84,1925.97,1908.28,1897.31,1838.69,1906.94,1847.8,1902.18,2011.34,1823.38,1926.55,1968.02,1970.42,2072.29,2024.49,2016.95,1883.32,2060.13,0,0
Janitza_Med_Data,E325 Eccles HSSB G1:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Janitza_Med_Data,E325 Eccles HSSB-4.1:,1902,1731,1390,1419,1270,1235,1279,1217,1223,2068.67,2678.71,2617.82,4426.7,5118.37,6189.8,4135.82,3982.49,3758.27,3902.16,3854.4,4065.48,5519.32,5225.73,5296.03,5063.62,4812.11,4778.38,3578.2,3825.61,2808.26,3870.44,3425.46,3763.66,5539.46,0,0
Janitza_Med_Data,"E325 Eccles MSSB 4-1 Compressors, Vacuum:",1933,2688,2687,1908,3087,4616,4861,3673,3052,2658.12,2341.36,2206.46,1938.26,1933.32,2451.59,2670.73,2367.54,2707.22,3057.84,3445.27,2743.84,2412.35,2461.75,2811.93,3395.81,2506.5,2674.93,2661.84,3029.9,2816.82,3034.31,2999.33,2470.87,2429.83,0,0
Janitza_Med_Data,E325 Eccles MSSB 4-2 Chiller 2:,35862,34656,15204,24688,15913,25020,17029,27515,17381,29532.77,33826.3,18449.73,36444.51,27017.28,14713.98,29071.39,17311.42,25042.66,17342.21,26061.22,18072.93,25555.14,30399.55,36058.95,28373.06,28361.28,34728,22334.46,35093.7,23583.3,36443.27,25307.9,35351.94,24093.25,0,0
Janitza_Med_Data,E325 Eccles MSSB 4-3 Fans:,6687,77,82,8516,11672,11697,12145,12189,11811,11921.85,11593.76,12078.58,11822.98,10537.95,11189.95,11347.33,12004.74,11568.91,12214.91,12183.65,11430.32,12161.34,11284.8,11779.12,11548.99,10710.14,11594.14,11071.9,10389.54,9607.68,10341.63,9974.24,9728.45,10180.16,0,0
Janitza_Med_Data,E325 Eccles MSSB 4-4 Chiller 1:,16609,410,315,12297,23962,14472,21780,15682,23388,17289.34,13538.62,35277.73,20604.75,32305.47,34692.96,17553.02,27493.89,18069.57,25274.24,15730.75,22611.14,16994.82,14178.72,15761.44,31663.2,22958.98,16293.57,27228.99,14462.98,24102.46,15460.67,25856.32,15798.27,28900.42,0,0
Janitza_Med_Data,E325 Eccles MSSB-G.1:,13878,11905,12805,12426,12770,14636,15707,14351,13560,13962.64,12800.96,12177.2,11850.7,10906.34,11286.94,11816.8,12767.04,12741.62,13046.03,13006.66,11336,12603.2,11804.16,12550.02,12133.18,11060,12808.64,12434.85,13920.61,13624,14852.48,15440.96,14784.19,15686.91,0,0
Janitza_Med_Data,E325 Eccles MSSB-G.2 Electric Steam Boiler:,194,614,1822,1986,1528,252,186,273,178,373.13,12164.85,209.62,393.7,132.02,812.92,556.99,644.88,557.27,539.22,2644.18,668.23,6842.4,5394.79,3835.34,11183.28,576.32,551.81,784.1,903.14,2959.43,840.58,850.17,862.12,652.22,0,0
Janitza_Med_Data,E325 Eccles MSSB-G.3:,1232,1407,1525,1125,1369,1485,1470,1547,1578,1392.88,1474.96,1314.02,1491.03,1411.44,1616.57,1311.35,1558.19,1633.33,1528.09,1532.62,1479.57,1687.51,1551.58,1226.02,1486.28,1399.56,1177.14,1371.46,1370.54,1180.16,1000.32,1248.41,1403.52,1275.65,0,0
Janitza_Freezer_Room_LFB,LFB Freezer 1  Sterling,272,234,257,235,262,288,251,285,252,270,264,302,278,247,327,350,346,186,266.27,281,286,299.2,288,295,299.35,275,298,345.46,356,312.94,280,290,286,321,0,0
Janitza_Freezer_Room_LFB,LFB Freezer 2,275,243,263,248,265,256,236,253,233,256,246,269,290,253,273,259,269,247,251,265,274,287.91,293,309,317.88,293,302,307.18,304,303.77,312,316,317,341,0,0
Janitza_Freezer_Room_LFB,LFB Freezer 3,676,602,670,633,660,649,656,678,653,689,656,695,715,615,667,634,624,562,581,594,591,612.22,613,642,648.94,589,614,607.74,630,617.8,651,685,653,673,0,0
