Category,Meter_location,Jan_2022,Feb_2022,Mar_2022,Apr_2022,May_2022,Jun_2022,Jul_2022,Aug_2022,Sep_2022,Oct_2022,Nov_2022,Dec_2022,Jan_2023,Feb_2023,Mar_2023,Apr_2023,May_2023,Jun_2023,Jul_2023,Aug_2023,Sep_2023,Oct_2023,Nov_2023,Dec_2023,Jan_2024,Feb_2024,Mar_2024,Apr_2024,May_2024,Jun_2024,Jul_2024,Aug_2024,Sep_2024,Oct_2024,Nov_2024,Dec_2024
Janitza_UO_D4_F6,D401  DBG1 Cumberland Offices and Dining:,3817,2575,4771,4146,5312,4374,4775,5151,4976,5090.93,2657.27,2872.87,3233.44,3247.25,4674.18,4071.31,5183.63,4275.35,4597.19,4681.06,4791.05,4810.14,2490.78,1435.58,1314.18,2514.26,4227.78,3621.61,5179.98,3809.19,3783.23,4409.87,3374.13,4544.05,0,0
Janitza_UO_D4_F6,D401 Cumberland DHW Electric Castle Wing,0,9471.95,35430.45,5440.39,67.69,777.9,195.47,1462.9,2500.01,1677.01,985.26,1451.24,593.95,9471.95,35430.45,5440.39,67.69,777.9,195.47,1462.9,2500.01,1677.01,985.26,1451.24,1187.9,2679.32,4966.14,4365.11,8161.7,3454.3,2473.84,4773.98,3479.78,820.53,0,0
Janitza_UO_D4_F6,D401 Cumberland Kitchen Submain:,2885,8781,14585,12374,13985,11839,12741,13310,13001,13817.37,6339.92,2888.14,2870.37,8565.73,14515.44,12334.27,13934.74,11784.4,11927.06,12933.14,13010.4,13955.87,6140.51,2898.5,2243.49,7820.61,12820.86,10333.28,12924.54,9832.19,8696.06,11722.11,9858.66,12395.49,0,0
Janitza_UO_D4_F6,D401 Cumberland Laundry Submain:,564,1531,5097,4140,5709,4457,4601,5647,5456,5889.17,2037.69,747.49,406.9,2133.03,6193.77,4786.88,6994.93,5193.02,5346.24,7145.47,6525.16,6232.07,2712.21,225.95,355.53,2101.43,5873.09,4287.66,6775.06,4277.61,2987.36,5874.9,4265.3,6426.61,0,0
Janitza_UO_D4_F6,D401 D404 Cumberland Castle Wing North Submain:,3075,3557,5703,5246,7004,6535,6881,7009,7050,7246.68,4688.64,2524.34,2543.63,4065.68,3831.06,5081.93,7180.35,5968.48,6545.95,6949.82,6742.45,6518.86,3977.86,2877.65,2622.86,3853.25,5335.15,4917.87,6730.45,5715.38,5140.53,6797.36,5182.38,6621.86,0,0
Janitza_UO_D4_F6,D401 D404 Cumberland Castle Wing South submain:,3032,3860,6549,5856,7199,5974,6680,7201,6549,6753.57,4574.16,2508.53,3292.34,4646.86,5893.94,5425.29,6562.39,5872.37,7070.34,7149.5,6545.94,6909.17,3834.8,2189.79,2038.74,4091.06,6199.36,5128.42,6976.11,5209.78,4414.78,6251.44,4836.9,6448.08,0,0
Janitza_UO_D4_F6,D401 DBH-G1 Cumberland Accomodation:,3183,3781,4332,4444,5584,5727,6012,6174,6046,5458.71,3608.98,3195.28,2759.6,3601.1,5321.75,6091.37,6837.3,6944.67,7233.8,7452.5,6086.58,6456.98,4127.65,3028.4,2329.62,3227.1,4990.51,4767.2,7688.99,5492.11,5648.16,6407.42,4943.22,5248.88,0,0
Janitza_UO_D4_F6,D401/4 Cumberland College:,18254,25892,43618,38677,48274,42235,45103,47596,45876,47105.54,26376.7,16387.84,17804.29,38319.87,81778.43,46207.36,48256.38,43278.59,45391.74,50438.79,48564.61,49279.36,26082.82,15857.54,13789.44,28045.57,46808.32,24746.75,57135.49,43056.89,42664.45,45522.95,0,13202.94,0,0
Janitza_UO_D4_F6,D402 Hayward DB Basement (part of MSB):,603,1181,2943,2603,3269,2536,2754,3446,3213,3337.87,2200.83,2172.28,836.12,1607.15,3843.88,4605.55,5300.91,3379.9,3056.78,3666.38,3403.44,3627.78,2145.83,712.74,1923.41,3061.72,3305.59,3345.14,3955.34,2882.25,2696.72,4154.4,3546.24,3869.59,0,0
Janitza_UO_D4_F6,D402 Hayward DB DHW,0,0,0,0,0,0,4.21,12.47,12.08,4758.03,456.33,916.66,6.84,6.88,6.06,6.63,2018.34,7759.48,4.21,12.47,12.08,4758.03,456.33,916.66,13.69,13.77,12.13,13.26,4036.69,15518.96,14736.73,2477.02,39.11,33.66,0,0
Janitza_UO_D4_F6,D402 Hayward DB Kitchen:,1800,2992,4220,3593,4272,3549,3960,3826,3816,3980.33,2521.52,1733.42,1845.27,2576.56,4132.89,3807.3,4164.07,3547.16,3869.97,4009.15,3814.59,3922.2,2629.1,1890.98,3308.7,3662.04,3873.85,3648.14,4021.98,3448.78,3468.12,4301.1,3723.38,4119.22,0,0
Janitza_UO_D4_F6,D402 Hayward DB Mechanical:,1425,1295,1429,1148,1420,1501,1553,1577,1460,1537.97,1519.93,1700.56,1599.25,1433.77,1597.72,1541.38,1660.89,2433.64,2415.83,2334.15,2243.49,2259.52,2195.11,2091.72,2154.45,2054.91,2195.71,2133.76,2128.71,1747.52,1881.56,2256.96,2204.62,2276.76,0,0
Janitza_UO_D4_F6,D402 Hayward DBLG1:,9,15,441,515,559,538,594,589,553,166.75,16.98,10.22,8.69,14.99,41.61,25.89,29.29,21.27,24.4,25.4,22.13,25.23,16.34,6.08,11.33,19.87,23.03,217.09,627.73,593.66,606.78,462.2,466.92,470.58,0,0
Janitza_UO_D4_F6,D402 Hayward East Wing Rising Main:,6,39,75,49,39,15,112,79,21,29.04,13.99,2.61,3.54,15.88,49.09,36.58,96.71,52.62,84.2,24.19,17.38,38.01,9.76,0.85,12.81,24.27,30.67,14.47,4.48,1.74,2.64,5.85,18.6,18.77,0,0
Janitza_UO_D4_F6,D402 Hayward West Wing Rising Main:,734,1391,3027,2747,3377,2758,2921,3200,3099,3331.89,1340.32,793.48,711.31,1402.16,3028.79,2779.12,3434.84,3100.32,3209.5,3921.03,3354.6,3554.72,1620,1076.62,1593.58,2571.84,3186.9,3353.07,3925.95,2969.26,2986.57,3946.08,3531.24,3825.73,0,0
Janitza_UO_D4_F6,E811 Te Rangihiroa Mains,0,0,0,0,0,9264,61463.29,82597.38,66237.33,72028.93,85761.6,102456.32,58764.28,57400.48,65502.78,63568.7,67954.46,9264,61463.29,82597.38,66237.33,72028.93,85761.6,102456.32,117528.55,114800.96,131005.57,127137.41,135908.92,111034.11,113862.4,127245.31,119723.39,126804.61,0,0
Janitza_UO_D4_F6,E811 Te Rangihiroa Generator,0,0,0,0,0,0,0,31.94,0,0,0,0,0,0,0,0,0,0,0,31.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Janitza_UO_D4_F6,E811 Te Rangihiroa Lift 1,0,0,0,0,0,0,0.02,24.97,73.96,28.39,26.06,16.72,51.12,124.66,257.49,230.76,255.42,188.36,0.02,24.97,73.96,28.39,26.06,16.72,102.23,249.32,514.98,461.51,510.85,376.72,382.87,514.49,453.24,506.18,0,0
Janitza_UO_D4_F6,E811 Te Rangihiroa Lift 2,0,0,0,0,0,0,2.4,900.39,39.39,19.43,19.63,13.22,45,112.4,236.08,212.26,238.18,169.95,2.4,900.39,39.39,19.43,19.63,13.22,89.99,224.79,472.16,424.52,476.35,339.9,350.24,460.49,418,466.37,0,0
Janitza_UO_D4_F6,E811 Te Rangihiroa Rising Main South-East,0,0,0,0,0,0,32.51,615.02,2206.32,2685.15,1494.8,968.91,789.48,1420.46,2653.92,2606.32,2850.92,2256.33,32.51,615.02,2206.32,2685.15,1494.8,968.91,1578.97,2840.91,5307.83,5212.64,5701.85,4512.66,4623.55,5631.16,5072.93,5390.97,0,0
Janitza_UO_D4_F6,E811 Te Rangihiroa SE Riser DB.TRH1A Lighting Essential,0,0,0,0,0,0,9.36,42.14,214.47,287.12,195.98,160.06,92.29,123.28,217.83,199.74,186.46,162.96,9.36,42.14,214.47,287.12,195.98,160.06,184.58,246.57,435.66,399.47,372.91,325.92,390.18,392.27,431.24,464.53,0,0
Janitza_UO_D4_F6,E811 Te Rangihiroa SE Riser DB.TRH1A Lighting Non-Essential,0,0,0,0,0,0,5.89,142.79,124.49,28.86,98.09,1.28,8.55,30.72,78.23,74.5,92.16,44.89,5.89,142.79,124.49,28.86,98.09,1.28,17.1,61.45,156.46,148.99,184.31,89.78,114.23,196.76,176.54,201.95,0,0
Janitza_UO_D4_F6,E811 Te Rangihiroa SE Riser DB.TRH1A Power Non-Essential,0,0,0,0,0,0,0.88,1.18,1.21,116.95,20.25,8.69,22.88,96.52,213.84,176.2,219.36,126.82,0.88,1.18,1.21,116.95,20.25,8.69,45.77,193.03,427.68,352.41,438.73,253.64,301.82,458.54,404.54,467.37,0,0
Janitza_UO_D4_F6,E811 Te Rangihiroa SE Riser DB.TRH2A Lighting Essential,0,0,0,0,0,0,0,0.09,214.77,255.19,181.61,104.14,84.93,134.32,216.04,207.13,205.22,186.56,70.43,0.09,214.77,255.19,181.61,104.14,169.86,268.64,432.08,414.26,410.45,373.13,140.86,450.48,422,446.13,0,0
Janitza_UO_D4_F6,E811 Te Rangihiroa SE Riser DB.TRH2A Lighting Non-Essential,0,0,0,0,0,0,6.65,162.73,107.15,27.96,37.6,0.64,7.5,26.26,77.28,87.66,94.94,62.74,6.65,162.73,107.15,27.96,37.6,0.64,15.01,52.52,154.56,175.31,189.88,125.48,113.8,189.24,181.03,170.96,0,0
Janitza_UO_D4_F6,E811 Te Rangihiroa SE Riser DB.TRH2A Power Non-Essential,0,0,0,0,0,0,1.14,1.08,2.05,115.26,11.6,8.96,28.26,102.51,207.44,183.25,202.82,64.32,1.14,1.08,2.05,115.26,11.6,8.96,56.52,205.02,414.89,366.5,405.65,128.63,270.77,386.15,343.77,368.54,0,0
Janitza_UO_D4_F6,E811 Te Rangihiroa SE Riser DB.TRH3A Lighting Essential,0,0,0,0,0,0,10.44,76.62,221.24,281.29,144.25,163.43,101.15,157.51,229.54,125.96,24.46,0,10.44,76.62,221.24,281.29,144.25,163.43,202.3,315.02,459.08,251.92,48.92,0,0,0,0,0,0,0
Janitza_UO_D4_F6,E811 Te Rangihiroa SE Riser DB.TRH3A Lighting Non-Essential,0,0,0,0,0,0,6.55,149.41,112.32,86.41,32.77,0.04,4.75,28.69,78.81,81.28,97.5,63.02,6.55,149.41,112.32,86.41,32.77,0.04,9.5,57.38,157.61,162.57,195.01,126.05,113.68,184.81,166.01,160.05,0,0
Janitza_UO_D4_F6,E811 Te Rangihiroa SE Riser DB.TRH3A Power Non-Essential,0,0,0,0,0,0,1.47,1.34,1.49,114.4,9.62,8.28,40.24,114.06,183.8,120.99,192.5,68,1.47,1.34,1.49,114.4,9.62,8.28,80.49,228.13,367.6,241.98,384.99,136,265.94,361.08,351.36,378.71,0,0
Janitza_UO_D4_F6,E811 Te Rangihiroa SE Riser DB.TRH4A Lighting Essential,0,0,0,0,0,0,15.94,119.33,226.23,278.15,172.91,108.68,91.5,137.68,236.48,231.54,242.96,133.45,15.94,119.33,226.23,278.15,172.91,108.68,183,275.35,472.96,463.07,485.92,266.9,402.73,124.19,0,0,0,0
Janitza_UO_D4_F6,E811 Te Rangihiroa SE Riser DB.TRH4A Lighting Non-Essential,0,0,0,0,0,0,17.71,150.23,70.98,83.54,21.23,3.38,7.1,29.73,87.3,96.46,87.37,51.98,17.71,150.23,70.98,83.54,21.23,3.38,14.19,59.46,174.59,192.93,174.74,103.96,97.11,208.54,163.83,180.42,0,0
Janitza_UO_D4_F6,E811 Te Rangihiroa SE Riser DB.TRH4A Power Non-Essential,0,0,0,0,0,0,1.49,1.8,3.26,122.79,11.97,13.26,25.04,80.4,189.94,131.72,192.32,93.08,1.49,1.8,3.26,122.79,11.97,13.26,50.08,160.79,379.89,263.44,384.63,186.15,231.18,391.86,336.33,360.79,0,0
Janitza_UO_D4_F6,E811 Te Rangihiroa SE Riser DB.TRH5A Lighting Essential,0,0,0,0,0,0,12.73,194.95,246.16,370.23,196.4,107.86,107.74,137.92,240.1,206.2,221.98,167.59,12.73,194.95,246.16,370.23,196.4,107.86,215.47,275.83,480.2,412.4,443.95,335.18,396.01,448.09,413.82,443.85,0,0
Janitza_UO_D4_F6,E811 Te Rangihiroa SE Riser DB.TRH5A Lighting Non-Essential,0,0,0,0,0,0,0.4,3.43,50.37,32.02,10,1.24,6.39,22,60.64,66.88,82.12,68.92,0.4,3.43,50.37,32.02,10,1.24,12.78,44,121.29,133.75,164.25,137.83,119.17,43.77,0,0,0,0
Janitza_UO_D4_F6,E811 Te Rangihiroa SE Riser DB.TRH5A Power Non-Essential,0,0,0,0,0,0,0,112.05,0.36,1.74,4.13,2.11,6.21,18.81,41.14,42.41,27.78,30.19,40.05,112.05,0.36,1.74,4.13,2.11,12.42,37.62,82.27,84.82,55.56,60.38,80.1,88.63,104.01,101.47,0,0
Janitza_UO_D4_F6,E811 Te Rangihiroa Rising Main South-West,0,0,0,0,0,0,78.39,1422.97,2743.64,2479.12,1614.34,1242.94,859.92,1362.33,2481.97,2481.55,2827.35,2204.18,78.39,1422.97,2743.64,2479.12,1614.34,1242.94,1719.83,2724.66,4963.94,4963.11,5654.7,4408.35,4555.53,5724.1,5202.9,5803.48,0,0
Janitza_UO_D4_F6,E811 Te Rangihiroa SW Riser DB.TRH1B Lighting Essential,0,0,0,0,0,0,0,0,200.2,301.35,202.93,156.06,114.43,155.66,243.61,232.85,245.66,192.46,198.69,240.8,200.2,301.35,202.93,156.06,228.86,311.33,487.22,465.7,491.31,384.92,397.38,481.6,447.98,470.97,0,0
Janitza_UO_D4_F6,E811 Te Rangihiroa SW Riser DB.TRH1B Lighting Non-Essential,0,0,0,0,0,0,21.85,242.8,233.39,74.56,123.44,20.37,19.08,53.45,142.07,145.04,173.41,116.56,21.85,242.8,233.39,74.56,123.44,20.37,38.15,106.9,284.14,290.09,346.82,233.13,222.08,331.02,270.57,340.21,0,0
Janitza_UO_D4_F6,E811 Te Rangihiroa SW Riser DB.TRH1B Power Essential,0,0,0,0,0,0,0,0,21.44,41.61,40.34,41.31,20.65,19.24,19.78,18.86,19.58,18.9,19.75,19.64,21.44,41.61,40.34,41.31,41.3,38.48,39.56,37.72,39.15,37.79,39.5,39.27,37.72,38.86,0,0
Janitza_UO_D4_F6,E811 Te Rangihiroa SW Riser DB.TRH1B Power Non-Essential,0,0,0,0,0,0,0.11,0.01,116.16,212.9,280.3,289.43,149.6,176.06,264.32,253.34,284.94,234.14,0.11,0.01,116.16,212.9,280.3,289.43,299.19,352.12,528.65,506.69,569.89,468.29,432.77,554.25,502.24,566.55,0,0
Janitza_UO_D4_F6,E811 Te Rangihiroa SW Riser DB.TRH2B Lighting Essential,0,0,0,0,0,0,16,169.97,311.75,300.08,182.65,138.49,97.59,154.66,227.12,221.78,250.92,203.08,16,169.97,311.75,300.08,182.65,138.49,195.18,309.32,454.24,443.56,501.83,406.16,414.55,440.52,391.9,456.25,0,0
Janitza_UO_D4_F6,E811 Te Rangihiroa SW Riser DB.TRH2B Lighting Non-Essential,0,0,0,0,0,0,18.49,161.04,251.25,67.26,75.28,7.84,14.81,34.98,85.42,102.35,118.5,73.28,18.49,161.04,251.25,67.26,75.28,7.84,29.62,69.97,170.83,204.7,237,146.55,150.39,231.38,198.1,250.94,0,0
Janitza_UO_D4_F6,E811 Te Rangihiroa SW Riser DB.TRH2B Power Non-Essential,0,0,0,0,0,0,1.58,1.54,0.92,76.46,11.13,4.63,18.68,54.96,129.65,132.36,149.8,100.18,1.58,1.54,0.92,76.46,11.13,4.63,37.37,109.91,259.29,264.73,299.61,200.36,238.91,363.9,331.97,344.67,0,0
Janitza_UO_D4_F6,E811 Te Rangihiroa SW Riser DB.TRH3B Lighting Essential,0,0,0,0,0,0,17.12,143.1,212.21,269.47,166.69,134.46,97.11,134.06,196.51,201.99,229.97,206.64,17.12,143.1,212.21,269.47,166.69,134.46,194.22,268.11,393.02,403.98,459.94,413.27,425.29,483.18,463.14,497.67,0,0
Janitza_UO_D4_F6,E811 Te Rangihiroa SW Riser DB.TRH3B Lighting Non-Essential,0,0,0,0,0,0,15.8,355.93,331.71,57.69,62.11,2.13,20.58,25.34,75.17,92.54,124.72,85.96,15.8,355.93,331.71,57.69,62.11,2.13,41.15,50.67,150.34,185.09,249.44,171.91,185.9,261.64,238.22,263.71,0,0
Janitza_UO_D4_F6,E811 Te Rangihiroa SW Riser DB.TRH3B Power Non-Essential,0,0,0,0,0,0,0.28,1.36,0.73,74.58,7.82,5.07,15.98,31.06,68.73,84.86,123.9,95.35,0.28,1.36,0.73,74.58,7.82,5.07,31.96,62.11,137.46,169.71,247.81,190.7,298.77,313.2,313.13,329.64,0,0
Janitza_UO_D4_F6,E811 Te Rangihiroa SW Riser DB.TRH4B Lighting Essential,0,0,0,0,0,0,18.14,206.46,232.95,244.02,145.78,190.91,95.82,131.42,216.64,210.42,233.66,192.04,18.14,206.46,232.95,244.02,145.78,190.91,191.63,262.83,433.29,420.85,467.32,384.07,408.46,467.72,438.36,467.26,0,0
Janitza_UO_D4_F6,E811 Te Rangihiroa SW Riser DB.TRH4B Lighting Non-Essential,0,0,0,0,0,0,10.83,365.53,169.46,65.88,20.34,3.3,13.34,30.14,78.7,86.35,114.5,80.23,10.83,365.53,169.46,65.88,20.34,3.3,26.67,60.27,157.41,172.7,229.01,160.46,162.7,231.45,189.43,240.68,0,0
Janitza_UO_D4_F6,E811 Te Rangihiroa SW Riser DB.TRH4B Power Non-Essential,0,0,0,0,0,0,6.54,3.3,88.9,109.4,5.89,6.83,15.62,51.85,124.79,115.54,134.73,89.62,6.54,3.3,88.9,109.4,5.89,6.83,31.24,103.7,249.58,231.08,269.46,179.23,174.79,299.96,265.28,286.24,0,0
Janitza_UO_D4_F6,E811 Te Rangihiroa SW Riser DB.TRH5B Lighting Essential,0,0,0,0,0,0,12.08,390.44,257.26,368.69,189.33,172.93,95.82,139.76,240.46,212.58,220.75,196.52,12.08,390.44,257.26,368.69,189.33,172.93,191.63,279.51,480.93,425.16,441.5,393.04,409.16,445.95,422.09,451.46,0,0
Janitza_UO_D4_F6,E811 Te Rangihiroa SW Riser DB.TRH5B Lighting Non-Essential,0,0,0,0,0,0,16.66,254.99,63.7,35.9,12.96,5.77,17.92,60.26,132.04,144.1,160,125.6,16.66,254.99,63.7,35.9,12.96,5.77,35.83,120.53,264.09,288.19,320.01,251.2,200.75,287.75,243.37,302.03,0,0
Janitza_UO_D4_F6,E811 Te Rangihiroa SW Riser DB.TRH5B Power Non-Essential,0,0,0,0,0,0,0.28,2.99,0.88,80.54,8.94,8.26,16.77,57.9,153.07,143.1,152.06,120.2,0.28,2.99,0.88,80.54,8.94,8.26,33.55,115.81,306.14,286.2,304.12,240.41,237.42,308.04,275.6,307.8,0,0
Janitza_UO_D4_F6,E811 Te Rangihiroa Rising Main North-West,0,0,0,0,0,0,86.14,2106.92,4826.25,6119.59,9298.1,12733.87,6760.74,6923.88,8500.75,8134.83,8547.97,7654.92,86.14,2106.92,4826.25,6119.59,9298.1,12733.87,13521.48,13847.75,17001.51,16269.66,17095.94,15309.84,15885.19,17066.99,16310.75,17135.81,0,0
Janitza_UO_D4_F6,E811 Te Rangihiroa NW Riser DB.TRH1C Lighting Essential,0,0,0,0,0,0,15.53,230.42,313.08,419.73,319.98,290.68,210.74,241.48,357.14,341.67,351.62,296.91,15.53,230.42,313.08,419.73,319.98,290.68,421.48,482.96,714.28,683.34,703.24,593.82,615.26,690.65,655.72,707.75,0,0
Janitza_UO_D4_F6,E811 Te Rangihiroa NW Riser DB.TRH1C Lighting Non-Essential,0,0,0,0,0,0,0.39,14.82,100.47,63.94,62.99,7.57,15.44,40.09,87.32,100.52,126.88,67.91,0.39,14.82,100.47,63.94,62.99,7.57,30.89,80.18,174.65,201.03,253.77,135.82,155.01,224.58,200.91,244.18,0,0
Janitza_UO_D4_F6,E811 Te Rangihiroa NW Riser DB.TRH1C Power Essential,0,0,0,0,0,0,6.16,112.5,368.57,829.05,1365.07,2096.56,1051.13,970.46,1034.1,1003.48,1034.06,1001.66,6.16,112.5,368.57,829.05,1365.07,2096.56,2102.26,1940.93,2068.21,2006.96,2068.11,2003.33,2069.3,2069.72,2006.72,2076.62,0,0
Janitza_UO_D4_F6,E811 Te Rangihiroa NW Riser DB.TRH1C Power Non-Essential,0,0,0,0,0,0,4.29,316.05,48.88,100.58,107.21,136.09,72.94,91.4,137.23,136.86,150.78,111.93,4.29,316.05,48.88,100.58,107.21,136.09,145.89,182.79,274.46,273.72,301.57,223.86,261.37,329.35,316.17,352.22,0,0
Janitza_UO_D4_F6,E811 Te Rangihiroa NW Riser DB.TRH2C Lighting Essential,0,0,0,0,0,0,14.17,196.36,255.72,562.2,279.53,243.73,184.35,243.28,366.72,340.41,365.49,306.82,14.17,196.36,255.72,562.2,279.53,243.73,368.7,486.55,733.44,680.82,730.98,613.64,631.35,736.15,691.84,740.33,0,0
Janitza_UO_D4_F6,E811 Te Rangihiroa NW Riser DB.TRH2C Lighting Non-Essential,0,0,0,0,0,0,4.91,152.41,190.24,76.06,77.43,1.63,16.32,33.06,64.61,66,80.74,59.93,4.91,152.41,190.24,76.06,77.43,1.63,32.65,66.13,129.22,132.01,161.47,119.86,128.87,186.86,146.68,182.24,0,0
Janitza_UO_D4_F6,E811 Te Rangihiroa NW Riser DB.TRH2C Power Essential,0,0,0,0,0,0,10.17,11.25,321.91,457.74,1284.1,2068.26,1041.77,970.9,1032.08,1000.26,1019.86,991.28,10.17,11.25,321.91,457.74,1284.1,2068.26,2083.54,1941.8,2064.17,2000.51,2039.72,1982.57,2057.18,2050.34,1992.59,2059.77,0,0
Janitza_UO_D4_F6,E811 Te Rangihiroa NW Riser DB.TRH2C Power Non-Essential,0,0,0,0,0,0,12.87,163.93,49.88,100.54,106.85,133.98,73.64,135.38,264.62,240.27,241.08,172.46,12.87,163.93,49.88,100.54,106.85,133.98,147.27,270.76,529.24,480.54,482.16,344.93,311.97,422.06,398.75,374.06,0,0
Janitza_UO_D4_F6,E811 Te Rangihiroa NW Riser DB.TRH3C Lighting Essential,0,0,0,0,0,0,12.75,253.49,337.68,403.51,275.73,243.97,175.66,249.64,353.86,331.55,356.66,301.32,12.75,253.49,337.68,403.51,275.73,243.97,351.31,499.29,707.72,663.1,713.31,602.64,621.88,710.05,672.51,723.41,0,0
Janitza_UO_D4_F6,E811 Te Rangihiroa NW Riser DB.TRH3C Lighting Non-Essential,0,0,0,0,0,0,5.9,14.16,181.7,21.49,39.31,1.35,10.24,37.64,94.26,103.72,122.2,79.69,5.9,14.16,181.7,21.49,39.31,1.35,20.48,75.28,188.52,207.44,244.41,159.39,151.51,238.36,195.91,234.1,0,0
Janitza_UO_D4_F6,E811 Te Rangihiroa NW Riser DB.TRH3C Power Essential,0,0,0,0,0,0,12.57,149.17,241.49,452.82,1306.62,2095.44,1051.08,975.42,1040.94,1008.66,1038.84,1004.8,12.57,149.17,241.49,452.82,1306.62,2095.44,2102.17,1950.85,2081.88,2017.33,2077.67,2009.59,2080.23,2078.58,2017.84,2081,0,0
Janitza_UO_D4_F6,E811 Te Rangihiroa NW Riser DB.TRH3C Power Non-Essential,0,0,0,0,0,0,6.44,339.73,57.08,87.47,65.49,128.62,69.03,84.76,139.77,143.25,152.4,113.32,6.44,339.73,57.08,87.47,65.49,128.62,138.05,169.51,279.54,286.5,304.8,226.63,267.79,337.64,310.58,350.27,0,0
Janitza_UO_D4_F6,E811 Te Rangihiroa NW Riser DB.TRH4C Lighting Essential,0,0,0,0,0,0,12.22,219.08,332.12,413.96,290.48,256.11,159.3,226.82,346.16,314.15,340.28,289.57,12.22,219.08,332.12,413.96,290.48,256.11,318.6,453.65,692.31,628.31,680.57,579.14,585.78,681.85,645.24,692.51,0,0
Janitza_UO_D4_F6,E811 Te Rangihiroa NW Riser DB.TRH4C Lighting Non-Essential,0,0,0,0,0,0,0.6,10.4,82.29,30.79,29.95,9.39,13.44,32.92,71.27,72.32,88.69,64.69,0.6,10.4,82.29,30.79,29.95,9.39,26.87,65.83,142.54,144.63,177.38,129.38,99.74,162.92,140.43,181.51,0,0
Janitza_UO_D4_F6,E811 Te Rangihiroa NW Riser DB.TRH4C Power Essential,0,0,0,0,0,0,11.29,146.6,287.7,347.33,1275.75,2051.31,1027.94,952.52,1020.64,982.11,1011.22,973.78,11.29,146.6,287.7,347.33,1275.75,2051.31,2055.88,1905.04,2041.28,1964.22,2022.45,1947.55,2018.53,2016.3,1964.12,2031.69,0,0
Janitza_UO_D4_F6,E811 Te Rangihiroa NW Riser DB.TRH4C Power Non-Essential,0,0,0,0,0,0,14.64,149.79,56.55,96.43,98.34,131.25,67.68,101.48,181.21,177.78,190.46,140.54,14.64,149.79,56.55,96.43,98.34,131.25,135.36,202.96,362.42,355.55,380.92,281.09,266.18,350.83,321.18,366.03,0,0
Janitza_UO_D4_F6,E811 Te Rangihiroa NW Riser DB.TRH5C Lighting Essential,0,0,0,0,0,0,15.83,279.21,425.05,664.99,300.05,260.44,177.92,248.66,387.27,339.42,350.86,312.61,15.83,279.21,425.05,664.99,300.05,260.44,355.85,497.31,774.54,678.84,701.72,625.22,652.12,695.48,668.14,725.16,0,0
Janitza_UO_D4_F6,E811 Te Rangihiroa NW Riser DB.TRH5C Lighting Non-Essential,0,0,0,0,0,0,0.74,10.72,88.94,27.72,88.59,60.88,37.51,65.64,134.81,137.39,151.82,109.02,0.74,10.72,88.94,27.72,88.59,60.88,75.01,131.28,269.62,274.78,303.65,218.04,226.51,286.45,276.65,283.51,0,0
Janitza_UO_D4_F6,E811 Te Rangihiroa NW Riser DB.TRH5C Power Essential,0,0,0,0,0,0,12.32,188.73,332.82,371.77,1298.6,2092.29,1062.84,996.67,1060.55,1027.6,1060.21,1026.24,12.32,188.73,332.82,371.77,1298.6,2092.29,2125.69,1993.34,2121.1,2055.19,2120.42,2052.48,2116.62,2113.74,2050.99,2119.88,0,0
Janitza_UO_D4_F6,E811 Te Rangihiroa NW Riser DB.TRH5C Power Non-Essential,0,0,0,0,0,0,10.79,111.85,49.08,129.49,129.71,119.43,63.44,109.5,190.26,155.86,173.41,135.78,10.79,111.85,49.08,129.49,129.71,119.43,126.88,219.01,380.51,311.72,346.82,271.55,357.29,390.34,310.44,335.2,0,0
Janitza_UO_D4_F6,E811 Te Rangihiroa NW Riser DB.TRH6A Lighting Essential,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Janitza_UO_D4_F6,E811 Te Rangihiroa NW Riser DB.TRH6A Lighting Non-Essential,0,0,0,0,0,0,0.42,13.79,437.44,232.78,261.72,110.54,94.16,44.54,50.49,7.54,23.45,13.37,0.42,13.79,437.44,232.78,261.72,110.54,188.33,89.09,100.98,15.09,46.9,26.74,41.64,44.13,87.2,19.12,0,0
Janitza_UO_D4_F6,E811 Te Rangihiroa NW Riser DB.TRH6A Power Essential,0,0,0,0,0,0,0,0,44.93,60.55,61.47,61.62,30.24,28.93,30.58,30.55,31.54,30.44,32.36,31.2,44.93,60.55,61.47,61.62,60.47,57.86,61.16,61.1,63.09,60.89,64.72,62.39,60.46,62.57,0,0
Janitza_UO_D4_F6,E811 Te Rangihiroa NW Riser DB.TRH6A Power Non-Essential,0,0,0,0,0,0,17.73,386.54,5.92,0,0.04,0,0,0,0.2,0,0,0,17.73,386.54,5.92,0,0.04,0,0,0,0.4,0,0,0,0.03,0,0,0,0,0
Janitza_UO_D4_F6,E811 Te Rangihiroa Rising Main North-East,0,0,0,0,0,0,52.74,1177.06,2826.53,4124.61,2640.33,2290.04,1667.88,2294.7,3685.28,3575.46,3878.32,3156.08,52.74,1177.06,2826.53,4124.61,2640.33,2290.04,3335.75,4589.4,7370.55,7150.92,7756.64,6312.15,6511.54,7726.93,7156.9,7593.28,0,0
