Building,2022-01-01 00:00:00,2022-02-01 00:00:00,2022-03-01 00:00:00,2022-04-01 00:00:00,2022-05-01 00:00:00,2022-06-01 00:00:00,2022-07-01 00:00:00,2022-08-01 00:00:00,2022-09-01 00:00:00,2022-10-01 00:00:00,2022-11-01 00:00:00,2022-12-01 00:00:00,2023-01-01 00:00:00,2023-02-01 00:00:00,2023-03-01 00:00:00,2023-04-01 00:00:00,2023-05-01 00:00:00,2023-06-01 00:00:00,2023-07-01 00:00:00,2023-08-01 00:00:00,2023-09-01 00:00:00,2023-10-01 00:00:00,2023-11-01 00:00:00,2023-12-01 00:00:00,2024-01-01 00:00:00,2024-02-01 00:00:00,2024-03-01 00:00:00,2024-04-01 00:00:00,2024-05-01 00:00:00,2024-06-01 00:00:00,2024-07-01 00:00:00,2024-08-01 00:00:00,2024-09-01 00:00:00,2024-10-01 00:00:00,2024-11-01 00:00:00,2024-12-01 00:00:00,2025-01-01 00:00:00,2025-02-01 00:00:00,2025-03-01 00:00:00,2025-04-01 00:00:00,2025-05-01 00:00:00
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.79,352.82,438.07,430.99,281.63,228.73,361.26,425.08,733.49,698.47,741.47,616.96,602.3,734.71,676.38,753.64,575.6513333333334,212101.5,212101.5,212101.5,212101.5,212101.5,212101.5
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.18,75.4,73.63,28.04,33.36,0.42,31.27,52.53,146.73,151.05,154.29,120.99,109.1,176.16,152.43,173.43,575.6513333333334,212101.5,212101.5,212101.5,212101.5,212101.5,212101.5
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.6,175.74,30.04,206.38,47.53,56.49,133.57,382.53,479.45,440.41,481.47,325.27,353.85,548.4,523.5,521.49,575.6513333333334,212101.5,212101.5,212101.5,212101.5,212101.5,212101.5
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.11,251.2,353.48,407.82,251.23,199.17,279.27,417.3,728.09,687.54,744.54,597.58,624.66,717.04,686.02,744.83,575.6513333333334,212101.5,212101.5,212101.5,212101.5,212101.5,212101.5
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.77,14.08,57.08,38.72,47.4,0.02,12.74,36.69,131.1,148.2,190.54,117.98,117.57,161.95,136.22,148.03,575.6513333333334,212101.5,212101.5,212101.5,212101.5,212101.5,212101.5
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.91,42.57,23.52,216.6,14.8,42.74,102.51,216.56,467.78,451.03,513.06,352.11,384.54,467.17,407.01,451.8,575.6513333333334,212101.5,212101.5,212101.5,212101.5,212101.5,212101.5
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.49,277.69,373.85,467.73,258.55,217.43,363.33,521.9,763.74,749.2,790.12,687.0,676.79,790.44,742.34,793.15,575.6513333333334,212101.5,212101.5,212101.5,212101.5,212101.5,212101.5
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,129.67,131.42,21.03,25.2,1.11,25.36,42.23,104.59,125.24,147.9,109.89,105.01,154.24,144.05,159.43,575.6513333333334,212101.5,212101.5,212101.5,212101.5,212101.5,212101.5
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.42,36.97,400.7,452.7,463.15,478.49,487.01,509.26,663.79,635.97,668.42,603.12,629.17,697.11,661.72,683.01,575.6513333333334,212101.5,212101.5,212101.5,212101.5,212101.5,212101.5
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.53,245.19,284.54,399.11,231.2,194.36,278.52,426.54,735.58,707.92,732.72,611.51,622.85,725.04,658.51,713.01,575.6513333333334,212101.5,212101.5,212101.5,212101.5,212101.5,212101.5
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.36,33.71,58.36,14.36,3.18,12.48,50.18,149.48,159.96,174.35,127.77,118.22,163.84,141.78,150.0,575.6513333333334,212101.5,212101.5,212101.5,212101.5,212101.5,212101.5
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.55,149.47,33.91,159.39,36.86,53.64,92.41,218.84,452.96,435.66,468.11,345.72,331.55,455.48,380.96,422.77,575.6513333333334,212101.5,212101.5,212101.5,212101.5,212101.5,212101.5
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.84,241.54,343.6,623.26,371.11,294.1,433.9,545.23,827.4,753.39,798.39,708.56,750.1,783.96,748.48,793.29,575.6513333333334,212101.5,212101.5,212101.5,212101.5,212101.5,212101.5
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.15,44.89,44.79,80.9,59.77,82.79,90.53,166.68,181.55,197.55,154.58,168.21,202.36,180.8,181.45,575.6513333333334,212101.5,212101.5,212101.5,212101.5,212101.5,212101.5
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.24,67.72,90.24,448.2,378.7,334.29,503.63,516.51,641.45,649.98,767.89,663.79,743.37,765.99,744.98,728.68,575.6513333333334,212101.5,212101.5,212101.5,212101.5,212101.5,212101.5
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,9.29,15.62,15.58,15.07,15.59,15.65,14.67,15.7,15.18,15.65,15.11,15.75,15.7,15.17,15.67,575.6513333333334,212101.5,212101.5,212101.5,212101.5,212101.5,212101.5
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,291.14,362.93,151.33,188.23,144.22,98.63,71.46,62.47,136.31,55.66,116.19,248.45,38.56,12.98,18.49,575.6513333333334,212101.5,212101.5,212101.5,212101.5,212101.5,212101.5
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,43.39,69.22,70.51,68.95,71.24,70.76,67.12,70.61,70.83,72.0,67.66,70.45,70.09,66.91,71.07,575.6513333333334,212101.5,212101.5,212101.5,212101.5,212101.5,212101.5
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.73,1.69,0.29,1.14,0.0,0.0,0.0,0.01,1.55,0.0,0.0,0.0,0.0,0.0,0.0,575.6513333333334,212101.5,212101.5,212101.5,212101.5,212101.5,212101.5
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.33,1411.47,3161.89,3329.34,3516.37,4140.44,5038.58,6256.92,9736.26,8906.48,10211.26,8632.15,8633.0,10455.59,9352.3,9675.52,8271.0,212101.5,212101.5,212101.5,212101.5,212101.5,212101.5
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.52,1171.93,1556.51,1542.64,1395.74,1359.83,1653.17,1650.16,1971.24,1894.07,2080.84,1874.65,1928.57,2080.69,2066.63,2142.22,1470.6513333333332,212101.5,212101.5,212101.5,212101.5,212101.5,212101.5
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.91,1966.16,1483.15,1673.94,2008.78,2554.29,2578.32,2450.96,2660.26,2282.52,2512.92,2429.64,2577.71,2563.01,2320.31,2353.51,1470.6513333333332,212101.5,212101.5,212101.5,212101.5,212101.5,212101.5
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.09,80.46,147.95,135.87,109.99,296.82,1447.6,4164.81,10109.59,9365.49,11157.15,8562.47,8141.97,11555.86,9840.73,10272.69,8271.0,212101.5,212101.5,212101.5,212101.5,212101.5,212101.5
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.25,305.59,1540.12,2568.74,3156.43,3415.83,8344.37,12126.22,17549.91,16928.22,18636.62,14997.33,15686.21,18035.64,16817.11,17235.98,14171.0,212101.5,212101.5,212101.5,212101.5,212101.5,212101.5
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.51,1179.71,1455.58,1073.76,982.53,853.25,1179.02,1301.91,1502.56,1432.6,1504.52,1420.82,1481.28,1477.71,1427.92,1493.16,1470.6513333333332,212101.5,212101.5,212101.5,212101.5,212101.5,212101.5
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.23,27.66,1376.2,2020.46,2392.26,6757.91,10234.45,15199.28,14677.1,16232.18,12852.75,13446.48,15688.58,14575.28,14909.66,11509.0,212101.5,212101.5,212101.5,212101.5,212101.5,212101.5
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.78,3236.2,2628.61,2831.52,3598.34,3754.44,4254.59,4565.15,5412.18,5201.32,5336.83,5000.96,5508.33,5154.35,4978.52,5293.24,3158.6666666666665,212101.5,212101.5,212101.5,212101.5,212101.5,212101.5
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2052.0,2311.15,2273.88,2811.78,2783.96,3025.09,3166.17,3666.36,3569.22,3588.2,3185.24,3346.59,3418.1,3247.68,3515.14,3158.6666666666665,212101.5,212101.5,212101.5,212101.5,212101.5,212101.5
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,86.74,117.86,115.63,121.02,133.54,136.51,146.63,149.65,147.32,137.72,146.03,146.2,141.86,148.9,575.6513333333334,212101.5,212101.5,212101.5,212101.5,212101.5,212101.5
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,82.66,345.89,679.61,857.56,1104.46,1271.15,1607.82,1491.09,1609.75,1685.7,2024.48,1598.08,1597.21,1637.76,1470.6513333333332,212101.5,212101.5,212101.5,212101.5,212101.5,212101.5
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.64,2604.88,2069.81,2163.77,1784.5,1771.84,2380.31,2541.68,3526.48,3288.34,3401.88,2959.23,2832.76,3286.1,3143.48,3198.28,3158.6666666666665,212101.5,212101.5,212101.5,212101.5,212101.5,212101.5
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1146.0,1024.6,1247.65,1249.61,1339.64,1935.14,2081.6,3050.12,2841.63,2923.04,2498.43,2361.79,2803.36,2675.79,2701.66,1470.6513333333332,212101.5,212101.5,212101.5,212101.5,212101.5,212101.5
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.22,489.0,627.34,881.29,340.47,204.59,204.34,197.99,215.75,206.47,211.39,210.55,221.2,220.75,213.92,221.59,575.6513333333334,212101.5,212101.5,212101.5,212101.5,212101.5,212101.5
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.73,13.15,167.22,191.02,206.42,231.82,226.43,209.31,233.37,215.27,215.36,228.53,220.79,238.82,575.6513333333334,212101.5,212101.5,212101.5,212101.5,212101.5,212101.5
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.55,2223.46,2072.5,2198.55,2397.04,3274.82,3723.16,4416.1,4370.56,4585.33,4232.93,4256.45,4571.26,4343.44,4532.29,3158.6666666666665,212101.5,212101.5,212101.5,212101.5,212101.5,212101.5
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.73,1145.19,1505.76,1485.85,1527.26,1569.06,2378.3,2670.05,3402.7,3422.09,3592.87,3289.59,3327.31,3555.87,3402.8,3513.77,3158.6666666666665,212101.5,212101.5,212101.5,212101.5,212101.5,212101.5
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,354.1,93.48,147.11,143.06,148.5,147.66,142.69,156.23,151.99,156.87,152.94,158.84,159.17,153.6,159.05,575.6513333333334,212101.5,212101.5,212101.5,212101.5,212101.5,212101.5
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.8,134.83,450.52,541.07,695.93,765.34,932.45,880.02,820.35,860.87,813.31,798.82,882.36,812.82,884.4,575.6513333333334,212101.5,212101.5,212101.5,212101.5,212101.5,212101.5
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,763.68,1610.59,1105.4,911.41,1374.43,1753.48,1760.66,1883.13,2025.71,3200.08,3533.48,3852.38,4034.85,3289.86,2817.42,1470.6513333333332,212101.5,212101.5,212101.5,212101.5,212101.5,212101.5
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,874.63,242.73,197.61,309.82,247.21,220.29,215.93,223.64,195.55,207.01,215.52,215.87,323.8,203.03,206.21,575.6513333333334,212101.5,212101.5,212101.5,212101.5,212101.5,212101.5
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,21.12,20.29,21.16,22.38,26.5,28.32,27.37,28.16,27.28,28.42,28.15,27.46,28.38,575.6513333333334,212101.5,212101.5,212101.5,212101.5,212101.5,212101.5
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.53,383.3,531.86,47.5,41.19,59.79,34.88,36.93,48.43,38.9,38.24,39.63,39.19,58.5,82.58,575.6513333333334,212101.5,212101.5,212101.5,212101.5,212101.5,212101.5
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.46,232.82,189.16,173.56,533.54,687.53,595.09,536.72,494.23,1064.99,1102.87,1153.8,1204.67,1042.86,850.61,575.6513333333334,212101.5,212101.5,212101.5,212101.5,212101.5,212101.5
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,175.89,156.23,228.36,300.28,320.45,367.54,438.93,528.88,637.95,630.29,738.91,680.69,538.93,495.27,575.6513333333334,212101.5,212101.5,212101.5,212101.5,212101.5,212101.5
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,122.97,224.61,439.93,518.57,613.88,728.7,1231.66,1529.27,1690.3,1773.8,1429.92,1160.56,575.6513333333334,212101.5,212101.5,212101.5,212101.5,212101.5,212101.5
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.62,2341.55,3010.66,3154.84,2611.46,3438.17,3587.68,3200.22,3463.94,3181.52,3386.96,3381.33,3149.91,3229.0,3193.6,3280.65,3158.6666666666665,212101.5,212101.5,212101.5,212101.5,212101.5,212101.5
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38572.01,34118.5,13022.94,17112.19,29216.04,33746.06,32322.69,23495.62,17359.87,17657.58,22439.84,12960.48,13313.18,14487.26,14531.42,15296.96,14171.0,212101.5,212101.5,212101.5,212101.5,212101.5,212101.5
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.1,8660.26,14411.03,13551.57,12836.98,15155.8,15076.8,14348.38,15476.61,15124.83,14562.18,13922.48,13220.8,15436.66,14780.59,15134.21,14171.0,212101.5,212101.5,212101.5,212101.5,212101.5,212101.5
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.75,2297.34,9076.62,7859.62,9969.78,15069.89,20469.22,17931.92,16487.98,15932.34,12979.61,9911.01,10867.7,11423.62,10664.7,13461.92,14171.0,212101.5,212101.5,212101.5,212101.5,212101.5,212101.5
,19183.0,17554.0,21047.0,16296.0,17705.0,15859.0,16126.0,16079.0,13065.0,16043.51953125,16955.775390625,20542.78,21737.6,19437.7,19962.05,18032.45,16803.2,15930.3,16050.69,15976.0,15878.98,16958.27,16653.06,18456.19,19718.46,18163.58,17072.32,15618.3,16259.01,15770.43,16057.86,16921.34,16344.38,4998.66,14171.0,212101.5,212101.5,212101.5,212101.5,212101.5,212101.5
,16135.0,14475.0,16422.0,16890.0,17712.0,11890.0,18759.0,25193.0,23977.0,20465.408203125,19596.927734375,21740.35,21242.69,20251.71,23586.18,22730.94,27519.17,21059.46,20201.09,20061.63,18961.09,21324.22,22159.74,23072.64,24014.02,22193.92,22946.24,22912.83,21671.94,22048.58,22113.92,22291.58,26616.06,8508.93,23508.008666666665,212101.5,212101.5,212101.5,212101.5,212101.5,212101.5
,19774.0,16966.0,18062.0,18005.0,18770.0,20662.0,21146.0,19967.0,17164.0,19831.359375,17433.79296875,18007.74,18192.45,16259.26,17619.33,17123.01,17994.3,20977.66,21659.84,22392.51,20184.64,21251.97,21516.42,21445.12,20203.26,17440.0,20443.26,18301.7,19923.33,18401.54,19635.71,20268.8,20445.82,4621.44,14171.0,212101.5,212101.5,212101.5,212101.5,212101.5,212101.5
,1970.0,1740.0,1824.0,1776.0,2006.0,2193.0,2052.0,2361.0,1967.0,1760.2559814453125,1722.3680419921875,1170.43,1566.21,1700.35,1818.11,1709.57,1824.26,1987.07,1972.22,2399.74,1886.21,2053.63,2209.79,1343.49,1619.46,1753.09,1891.33,1772.03,2360.83,1878.02,2570.24,2392.06,2007.55,1975.81,1389.0,212101.5,212101.5,212101.5,212101.5,212101.5,212101.5
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,575.6513333333334,212101.5,212101.5,212101.5,212101.5,212101.5,212101.5
,1078.0,982.0,1152.0,935.0,1192.0,1435.0,1891.0,1861.0,1711.0,1650.4959716796875,1398.8480224609375,1030.59,1103.68,1110.4,1426.94,1148.54,1554.37,1483.97,1472.96,1747.2,1581.63,1612.8,1495.04,1071.3,1258.62,1213.31,1316.74,1294.72,1683.9,1499.01,1702.53,1625.15,1413.7,323.39,1389.0,212101.5,212101.5,212101.5,212101.5,212101.5,212101.5
,2901.0,2723.0,2883.0,2631.0,3153.0,3086.0,3458.0,3420.0,3142.0,2987.7119140625,2937.85595703125,2388.42,2667.2,2695.74,3315.26,2644.54,3119.87,3139.26,3184.26,3556.67,3521.02,3372.16,3330.75,2573.63,3077.57,3048.0,3283.97,3230.21,3632.06,3137.86,3465.41,3540.8,3173.5,890.88,3158.6666666666665,212101.5,212101.5,212101.5,212101.5,212101.5,212101.5
,438.0,374.0,428.0,367.0,427.0,392.0,389.0,419.0,428.0,402.55999755859375,339.9679870605469,268.67,290.43,289.15,404.86,348.42,378.88,390.27,375.42,389.5,300.29,357.63,371.84,340.86,378.11,406.66,326.66,321.41,450.69,359.42,309.63,326.27,359.42,122.75,575.6513333333334,212101.5,212101.5,212101.5,212101.5,212101.5,212101.5
,864.0,763.0,839.0,666.0,797.0,903.0,889.0,1199.0,984.0,874.4959716796875,1004.7360229492188,812.42,1096.38,1039.04,1378.05,1073.22,1658.18,1567.87,1551.68,1389.5,1281.09,1265.98,1285.25,1049.41,1285.18,1465.54,1451.65,1433.15,1831.68,1741.95,1813.18,1659.84,1561.22,395.97,1470.6513333333332,212101.5,212101.5,212101.5,212101.5,212101.5,212101.5
,544.0,459.0,477.0,382.0,414.5,381.5,138.0,478.0,342.5,412.9800109863281,440.6579895019531,376.34,424.82,416.87,491.06,362.25,563.31,532.6,474.58,533.71,592.79,626.39,543.73,434.91,469.13,437.56,431.41,464.62,552.83,488.08,541.95,504.3,530.92,125.76,575.6513333333334,212101.5,212101.5,212101.5,212101.5,212101.5,212101.5
,24428.0,31981.0,41349.0,42519.0,47390.0,40643.0,43453.0,43463.0,40566.0,42504.19140625,28613.6328125,15209.98,13211.14,15510.02,21478.91,23137.79,29737.98,32390.66,35868.16,37566.46,29501.95,25748.99,21118.46,14527.49,13933.06,16868.86,21507.58,25192.45,35909.63,29551.1,30858.24,32386.05,28596.74,23030.27,44998.342000000004,212101.5,212101.5,212101.5,212101.5,212101.5,212101.5
,4159.0,4213.0,4462.0,4899.0,7513.0,8319.0,9905.0,8569.0,6956.0,6180.16015625,4570.6240234375,4033.54,3745.02,4483.65,5464.32,5151.62,7102.91,7957.57,8297.66,8760.45,6086.34,5256.13,4283.01,3581.82,3658.88,3919.36,4868.35,5577.73,8603.71,8205.95,7876.67,7027.2,5983.23,1645.76,8271.0,212101.5,212101.5,212101.5,212101.5,212101.5,212101.5
,2351.0,2427.0,2486.0,2696.0,4219.0,4373.0,4915.0,4599.0,3511.0,3054.49609375,2543.840087890625,2236.58,2028.67,2577.02,3165.66,2545.92,3867.23,4134.69,4436.06,4758.75,3299.65,2666.82,2208.7,1826.69,1923.9,2131.1,2728.7,2986.72,4776.99,4432.16,3403.46,3233.47,2710.69,779.33,3158.6666666666665,212101.5,212101.5,212101.5,212101.5,212101.5,212101.5
,1396.0,1439.0,1766.0,2041.0,2908.0,3981.0,4491.0,3435.0,2592.0,2508.575927734375,1630.1600341796875,1586.4,1353.65,1185.44,1279.98,1448.19,2206.0,2846.46,3295.55,3310.9,2336.9,1874.11,1565.74,1485.54,1343.06,1400.38,1857.15,1847.41,3072.14,3107.06,3382.7,3422.85,2953.65,2253.49,3158.6666666666665,212101.5,212101.5,212101.5,212101.5,212101.5,212101.5
,732.0,720.0,798.0,1167.0,1736.0,2247.0,2198.0,1217.0,931.0,871.1680297851562,691.8400268554688,866.43,578.18,354.82,367.87,623.1,1086.34,1595.26,1846.66,1719.17,1057.28,718.08,592.0,546.69,484.86,559.36,849.28,750.34,1440.64,1550.98,1578.37,1646.46,1562.62,390.91,575.6513333333334,212101.5,212101.5,212101.5,212101.5,212101.5,212101.5
,2046.0,3143.0,7402.0,7370.0,9113.0,7785.0,9576.0,9305.0,9950.0,9602.431640625,6606.080078125,5105.28,4832.38,6000.77,8767.36,8822.27,10405.38,10161.41,10889.22,12704.77,11391.74,9798.66,7580.8,4583.68,4526.85,5325.7,7833.73,9312.13,11677.7,9753.47,9657.98,12614.14,12396.16,8780.67,11509.0,212101.5,212101.5,212101.5,212101.5,212101.5,212101.5
,1136.0,2013.0,3688.0,4092.0,4256.0,4150.0,4715.0,4145.0,3802.0,4117.8720703125,3987.64794921875,3645.47,3559.1,3823.82,4409.49,4472.22,4401.76,4701.5,5291.39,6833.6,5452.22,4878.56,4401.12,2947.33,3093.63,3085.98,3977.28,3837.22,4699.39,4124.16,4414.14,4453.06,4055.49,945.28,5542.0,212101.5,212101.5,212101.5,212101.5,212101.5,212101.5
,47.0,47.0,308.0,240.0,471.0,608.0,674.0,582.0,492.0,420.76800537109375,540.7680053710938,399.36,306.69,336.9,432.26,398.05,624.48,552.86,485.95,520.03,437.7,391.2,537.63,336.67,263.65,272.9,308.61,323.55,486.56,390.21,610.75,453.09,383.2,69.89,575.6513333333334,212101.5,212101.5,212101.5,212101.5,212101.5,212101.5
,31419.0,25496.0,15194.0,13400.0,30209.0,36638.0,38882.0,36098.0,35638.0,34913.0234375,29409.279296875,18230.27,28116.74,22244.61,30897.66,29659.9,33690.11,31861.5,34324.73,47605.76,52403.71,50401.54,45112.57,49769.21,51949.57,47896.32,47273.47,48058.11,54029.57,50279.17,56715.78,59077.38,43610.88,10594.3,54792.342000000004,212101.5,212101.5,212101.5,212101.5,212101.5,212101.5
,106191.0,99866.0,106494.0,96890.0,124722.0,117299.0,113552.0,122058.0,116015.0,119409.6640625,97455.1015625,82209.79,98179.07,91636.73,115484.67,109857.79,124483.59,113569.79,107107.33,133912.58,136648.7,141128.7,123478.02,110941.19,119756.8,118263.8,129538.05,132057.09,152492.03,134993.92,132726.78,147828.73,129300.48,141076.48,177331.174,212101.5,212101.5,212101.5,212101.5,212101.5,212101.5
,1467.0,1439.0,2402.0,2164.0,2917.0,2671.0,1610.0,2390.0,2458.0,2783.52001953125,1213.8719482421875,710.82,865.33,1027.2,2211.73,1857.54,3074.17,2657.21,1502.92,2218.42,2845.27,3453.35,1828.9,1266.14,1427.4,1587.13,2566.66,2640.17,3441.02,2143.58,1473.52,2482.06,2805.54,3633.33,3158.6666666666665,212101.5,212101.5,212101.5,212101.5,212101.5,212101.5
,10526.0,9924.0,10624.0,11168.0,12329.0,12044.0,12570.0,10140.0,7633.0,7860.5439453125,9804.0322265625,10862.91,10628.48,9553.98,12096.83,12412.8,12894.59,12848.26,13157.44,13065.02,12413.57,12744.26,11930.94,11214.78,10853.63,10782.02,12880.38,12601.02,13107.65,12861.95,13517.44,13368.06,12672.45,12393.73,14171.0,212101.5,212101.5,212101.5,212101.5,212101.5,212101.5
