Meter_location,Jan_2022,Feb_2022,Mar_2022,Apr_2022,May_2022,Jun_2022,Jul_2022,Aug_2022,Sep_2022,Oct_2022,Nov_2022,Dec_2022,Jan_2023,Feb_2023,Mar_2023,Apr_2023,May_2023,Jun_2023,Jul_2023,Aug_2023,Sep_2023,Oct_2023,Nov_2023,Dec_2023,Jan_2024,Feb_2024,Mar_2024,Apr_2024,May_2024,Jun_2024,Jul_2024,Aug_2024,Sep_2024,Oct_2024,Nov_2024,Dec_2024
E811 Te Rangihiroa NW Riser DB.TRH6A Power Essential,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.93,60.55,61.47,61.62,30.24,28.93,30.58,30.55,31.54,30.44,32.36,31.2,44.93,60.55,61.47,61.62,60.47,57.86,61.16,61.1,63.09,60.89,64.72,62.39,60.46,62.57,0.0,0.0
E811 Te Rangihiroa NW Riser DB.TRH6A Power Non-Essential,0.0,0.0,0.0,0.0,0.0,0.0,17.73,386.54,5.92,0.0,0.04,0.0,0.0,0.0,0.2,0.0,0.0,0.0,17.73,386.54,5.92,0.0,0.04,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0
E811 Te Rangihiroa Rising Main North-East,0.0,0.0,0.0,0.0,0.0,0.0,52.74,1177.06,2826.53,4124.61,2640.33,2290.04,1667.88,2294.7,3685.28,3575.46,3878.32,3156.08,52.74,1177.06,2826.53,4124.61,2640.33,2290.04,3335.75,4589.4,7370.55,7150.92,7756.64,6312.15,6511.54,7726.93,7156.9,7593.28,0.0,0.0
E811 Te Rangihiroa NE Riser DB.TRH1D Lighting Essential,0.0,0.0,0.0,0.0,0.0,0.0,22.79,352.82,438.07,430.99,281.63,228.73,180.63,212.54,366.74,349.24,370.74,308.48,22.79,352.82,438.07,430.99,281.63,228.73,361.26,425.08,733.49,698.47,741.47,616.96,602.3,734.71,676.38,753.64,0.0,0.0
E811 Te Rangihiroa NE Riser DB.TRH1D Lighting Non-Essential,0.0,0.0,0.0,0.0,0.0,0.0,1.18,75.4,73.63,28.04,33.36,0.42,15.64,26.26,73.36,75.53,77.14,60.5,1.18,75.4,73.63,28.04,33.36,0.42,31.27,52.53,146.73,151.05,154.29,120.99,109.1,176.16,152.43,173.43,0.0,0.0
E811 Te Rangihiroa NE Riser DB.TRH1D Power Non-Essential,0.0,0.0,0.0,0.0,0.0,0.0,11.6,175.74,30.04,206.38,47.53,56.49,66.78,191.26,239.72,220.2,240.74,162.64,11.6,175.74,30.04,206.38,47.53,56.49,133.57,382.53,479.45,440.41,481.47,325.27,353.85,548.4,523.5,521.49,0.0,0.0
E811 Te Rangihiroa NE Riser DB.TRH2D Lighting Essential,0.0,0.0,0.0,0.0,0.0,0.0,22.11,251.2,353.48,407.82,251.23,199.17,139.64,208.65,364.04,343.77,372.27,298.79,22.11,251.2,353.48,407.82,251.23,199.17,279.27,417.3,728.09,687.54,744.54,597.58,624.66,717.04,686.02,744.83,0.0,0.0
E811 Te Rangihiroa NE Riser DB.TRH2D Lighting Non-Essential,0.0,0.0,0.0,0.0,0.0,0.0,5.77,14.08,57.08,38.72,47.4,0.02,6.37,18.34,65.55,74.1,95.27,58.99,5.77,14.08,57.08,38.72,47.4,0.02,12.74,36.69,131.1,148.2,190.54,117.98,117.57,161.95,136.22,148.03,0.0,0.0
E811 Te Rangihiroa NE Riser DB.TRH2D Power Non-Essential,0.0,0.0,0.0,0.0,0.0,0.0,6.91,42.57,23.52,216.6,14.8,42.74,51.26,108.28,233.89,225.52,256.53,176.06,6.91,42.57,23.52,216.6,14.8,42.74,102.51,216.56,467.78,451.03,513.06,352.11,384.54,467.17,407.01,451.8,0.0,0.0
E811 Te Rangihiroa NE Riser DB.TRH3D Lighting Essential,0.0,0.0,0.0,0.0,0.0,0.0,17.49,277.69,373.85,467.73,258.55,217.43,181.66,260.95,381.87,374.6,395.06,343.5,17.49,277.69,373.85,467.73,258.55,217.43,363.33,521.9,763.74,749.2,790.12,687.0,676.79,790.44,742.34,793.15,0.0,0.0
E811 Te Rangihiroa NE Riser DB.TRH3D Lighting Non-Essential,0.0,0.0,0.0,0.0,0.0,0.0,6.6,129.67,131.42,21.03,25.2,1.11,12.68,21.12,52.3,62.62,73.95,54.94,6.6,129.67,131.42,21.03,25.2,1.11,25.36,42.23,104.59,125.24,147.9,109.89,105.01,154.24,144.05,159.43,0.0,0.0
E811 Te Rangihiroa NE Riser DB.TRH3D Power Non-Essential,0.0,0.0,0.0,0.0,0.0,0.0,2.42,36.97,400.7,452.7,463.15,478.49,243.5,254.63,331.9,317.98,334.21,301.56,2.42,36.97,400.7,452.7,463.15,478.49,487.01,509.26,663.79,635.97,668.42,603.12,629.17,697.11,661.72,683.01,0.0,0.0
E811 Te Rangihiroa NE Riser DB.TRH4D Lighting Essential,0.0,0.0,0.0,0.0,0.0,0.0,12.53,245.19,284.54,399.11,231.2,194.36,139.26,213.27,367.79,353.96,366.36,305.76,12.53,245.19,284.54,399.11,231.2,194.36,278.52,426.54,735.58,707.92,732.72,611.51,622.85,725.04,658.51,713.01,0.0,0.0
E811 Te Rangihiroa NE Riser DB.TRH4D Lighting Non-Essential,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.36,33.71,58.36,14.36,3.18,6.24,25.09,74.74,79.98,87.18,63.88,59.11,13.36,33.71,58.36,14.36,3.18,12.48,50.18,149.48,159.96,174.35,127.77,118.22,163.84,141.78,150.0,0.0,0.0
E811 Te Rangihiroa NE Riser DB.TRH4D Power Non-Essential,0.0,0.0,0.0,0.0,0.0,0.0,5.55,149.47,33.91,159.39,36.86,53.64,46.2,109.42,226.48,217.83,234.06,172.86,5.55,149.47,33.91,159.39,36.86,53.64,92.41,218.84,452.96,435.66,468.11,345.72,331.55,455.48,380.96,422.77,0.0,0.0
E811 Te Rangihiroa NE Riser DB.TRH5D Lighting Essential,0.0,0.0,0.0,0.0,0.0,0.0,7.84,241.54,343.6,623.26,371.11,294.1,216.95,272.62,413.7,376.7,399.2,354.28,7.84,241.54,343.6,623.26,371.11,294.1,433.9,545.23,827.4,753.39,798.39,708.56,750.1,783.96,748.48,793.29,0.0,0.0
E811 Te Rangihiroa NE Riser DB.TRH5D Lighting Non-Essential,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.15,44.89,44.79,80.9,59.77,41.4,45.26,83.34,90.78,98.78,77.29,84.1,2.15,44.89,44.79,80.9,59.77,82.79,90.53,166.68,181.55,197.55,154.58,168.21,202.36,180.8,181.45,0.0,0.0
E811 Te Rangihiroa NE Riser DB.TRH5D Power Non-Essential,0.0,0.0,0.0,0.0,0.0,0.0,6.24,67.72,90.24,448.2,378.7,334.29,251.82,258.26,320.73,324.99,383.94,331.9,6.24,67.72,90.24,448.2,378.7,334.29,503.63,516.51,641.45,649.98,767.89,663.79,743.37,765.99,744.98,728.68,0.0,0.0
E811 Te Rangihiroa NE Riser DB.TRH6B Lighting Essential,0.0,0.0,0.0,0.0,0.0,0.0,0.16,9.29,15.62,15.58,15.07,15.59,7.82,7.34,7.85,7.59,7.82,7.56,0.16,9.29,15.62,15.58,15.07,15.59,15.65,14.67,15.7,15.18,15.65,15.11,15.75,15.7,15.17,15.67,0.0,0.0
E811 Te Rangihiroa NE Riser DB.TRH6B Lighting Non-Essential,0.0,0.0,0.0,0.0,0.0,0.0,2.9,291.14,362.93,151.33,188.23,144.22,49.32,35.73,31.24,68.16,27.83,58.1,2.9,291.14,362.93,151.33,188.23,144.22,98.63,71.46,62.47,136.31,55.66,116.19,248.45,38.56,12.98,18.49,0.0,0.0
E811 Te Rangihiroa NE Riser DB.TRH6B Power Essential,0.0,0.0,0.0,0.0,0.0,0.0,1.04,43.39,69.22,70.51,68.95,71.24,35.38,33.56,35.3,35.42,36.0,33.83,1.04,43.39,69.22,70.51,68.95,71.24,70.76,67.12,70.61,70.83,72.0,67.66,70.45,70.09,66.91,71.07,0.0,0.0
E811 Te Rangihiroa NE Riser DB.TRH6B Power Non-Essential,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.73,1.69,0.29,1.14,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,6.73,1.69,0.29,1.14,0.0,0.0,0.0,0.01,1.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E811 Te Rangihiroa DB.TRHGA,0.0,0.0,0.0,0.0,0.0,0.0,2.33,1411.47,3161.89,3329.34,3516.37,4140.44,2519.29,3128.46,4868.13,4453.24,5105.63,4316.08,2.33,1411.47,3161.89,3329.34,3516.37,4140.44,5038.58,6256.92,9736.26,8906.48,10211.26,8632.15,8633.0,10455.59,9352.3,9675.52,0.0,0.0
E811 Te Rangihiroa DB.TRHGA Lighting Essential,0.0,0.0,0.0,0.0,0.0,0.0,27.52,1171.93,1556.51,1542.64,1395.74,1359.83,826.58,825.08,985.62,947.04,1040.42,937.32,27.52,1171.93,1556.51,1542.64,1395.74,1359.83,1653.17,1650.16,1971.24,1894.07,2080.84,1874.65,1928.57,2080.69,2066.63,2142.22,0.0,0.0
E811 Te Rangihiroa DB.TRHGA Power Essential,0.0,0.0,0.0,0.0,0.0,0.0,84.91,1966.16,1483.15,1673.94,2008.78,2554.29,1289.16,1225.48,1330.13,1141.26,1256.46,1214.82,84.91,1966.16,1483.15,1673.94,2008.78,2554.29,2578.32,2450.96,2660.26,2282.52,2512.92,2429.64,2577.71,2563.01,2320.31,2353.51,0.0,0.0
E811 Te Rangihiroa DB.TRHGA Power Non-Essential,0.0,0.0,0.0,0.0,0.0,0.0,3.09,80.46,147.95,135.87,109.99,296.82,723.8,2082.41,5054.8,4682.74,5578.58,4281.23,3.09,80.46,147.95,135.87,109.99,296.82,1447.6,4164.81,10109.59,9365.49,11157.15,8562.47,8141.97,11555.86,9840.73,10272.69,0.0,0.0
E811 Te Rangihiroa DB.TRHGB,0.0,0.0,0.0,0.0,0.0,0.0,8.25,305.59,1540.12,2568.74,3156.43,3415.83,4172.19,6063.11,8774.96,8464.11,9318.31,7498.66,8.25,305.59,1540.12,2568.74,3156.43,3415.83,8344.37,12126.22,17549.91,16928.22,18636.62,14997.33,15686.21,18035.64,16817.11,17235.98,0.0,0.0
E811 Te Rangihiroa DB.TRHGB Lighting Essential,0.0,0.0,0.0,0.0,0.0,0.0,49.51,1179.71,1455.58,1073.76,982.53,853.25,589.51,650.96,751.28,716.3,752.26,710.41,49.51,1179.71,1455.58,1073.76,982.53,853.25,1179.02,1301.91,1502.56,1432.6,1504.52,1420.82,1481.28,1477.71,1427.92,1493.16,0.0,0.0
E811 Te Rangihiroa DB.TRHGB Power Essential,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.23,27.66,1376.2,2020.46,2392.26,3378.96,5117.23,7599.64,7338.55,8116.09,6426.38,6723.24,3.23,27.66,1376.2,2020.46,2392.26,6757.91,10234.45,15199.28,14677.1,16232.18,12852.75,13446.48,15688.58,14575.28,14909.66,0.0,0.0
E811 Te Rangihiroa DB.TRHGC,0.0,0.0,0.0,0.0,0.0,0.0,77.78,3236.2,2628.61,2831.52,3598.34,3754.44,2127.3,2282.57,2706.09,2600.66,2668.42,2500.48,77.78,3236.2,2628.61,2831.52,3598.34,3754.44,4254.59,4565.15,5412.18,5201.32,5336.83,5000.96,5508.33,5154.35,4978.52,5293.24,0.0,0.0
E811 Te Rangihiroa DB.TRHGC Lighting Essential,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2052.0,2311.15,2273.88,2811.78,2783.96,1512.54,1583.08,1833.18,1784.61,1794.1,1592.62,1673.3,2052.0,2311.15,2273.88,2811.78,2783.96,3025.09,3166.17,3666.36,3569.22,3588.2,3185.24,3346.59,3418.1,3247.68,3515.14,0.0,0.0
E811 Te Rangihiroa DB.TRHGC Power Essential,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,86.74,117.86,115.63,121.02,66.77,68.26,73.32,74.82,73.66,68.86,73.02,18.0,86.74,117.86,115.63,121.02,133.54,136.51,146.63,149.65,147.32,137.72,146.03,146.2,141.86,148.9,0.0,0.0
E811 Te Rangihiroa DB.TRHGC Power Non-Essential,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,82.66,345.89,679.61,857.56,552.23,635.58,803.91,745.54,804.88,842.85,1012.24,37.0,82.66,345.89,679.61,857.56,1104.46,1271.15,1607.82,1491.09,1609.75,1685.7,2024.48,1598.08,1597.21,1637.76,0.0,0.0
E811 Te Rangihiroa DB.TRHGD,0.0,0.0,0.0,0.0,0.0,0.0,69.64,2604.88,2069.81,2163.77,1784.5,1771.84,1190.16,1270.84,1763.24,1644.17,1700.94,1479.62,69.64,2604.88,2069.81,2163.77,1784.5,1771.84,2380.31,2541.68,3526.48,3288.34,3401.88,2959.23,2832.76,3286.1,3143.48,3198.28,0.0,0.0
E811 Te Rangihiroa DB.TRHGD Lighting Essential,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1146.0,1024.6,1247.65,1249.61,1339.64,967.57,1040.8,1525.06,1420.82,1461.52,1249.21,1180.9,1146.0,1024.6,1247.65,1249.61,1339.64,1935.14,2081.6,3050.12,2841.63,2923.04,2498.43,2361.79,2803.36,2675.79,2701.66,0.0,0.0
E811 Te Rangihiroa DB.TRHGD Power Essential,0.0,0.0,0.0,0.0,0.0,0.0,5.22,489.0,627.34,881.29,340.47,204.59,102.17,99.0,107.88,103.24,105.7,105.28,5.22,489.0,627.34,881.29,340.47,204.59,204.34,197.99,215.75,206.47,211.39,210.55,221.2,220.75,213.92,221.59,0.0,0.0
E811 Te Rangihiroa DB.TRHGD Power Non-Essential,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.73,13.15,167.22,191.02,103.21,115.91,113.22,104.66,116.68,107.64,107.68,14.0,14.73,13.15,167.22,191.02,206.42,231.82,226.43,209.31,233.37,215.27,215.36,228.53,220.79,238.82,0.0,0.0
E811 Te Rangihiroa DB.TRHGE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.55,2223.46,2072.5,2198.55,2397.04,1637.41,1861.58,2208.05,2185.28,2292.66,2116.46,2128.22,312.55,2223.46,2072.5,2198.55,2397.04,3274.82,3723.16,4416.1,4370.56,4585.33,4232.93,4256.45,4571.26,4343.44,4532.29,0.0,0.0
E811 Te Rangihiroa DB.TRHGE Lighting Essential,0.0,0.0,0.0,0.0,0.0,0.0,11.73,1145.19,1505.76,1485.85,1527.26,1569.06,1189.15,1335.02,1701.35,1711.04,1796.44,1644.8,11.73,1145.19,1505.76,1485.85,1527.26,1569.06,2378.3,2670.05,3402.7,3422.09,3592.87,3289.59,3327.31,3555.87,3402.8,3513.77,0.0,0.0
E811 Te Rangihiroa DB.TRHGE Power Essential,0.0,0.0,0.0,0.0,0.0,0.0,0.0,354.1,93.48,147.11,143.06,148.5,73.83,71.34,78.11,76.0,78.44,76.47,79.42,354.1,93.48,147.11,143.06,148.5,147.66,142.69,156.23,151.99,156.87,152.94,158.84,159.17,153.6,159.05,0.0,0.0
E811 Te Rangihiroa DB.TRHGE Power Non-Essential,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.8,134.83,450.52,541.07,695.93,382.67,466.22,440.01,410.18,430.44,406.66,399.41,51.8,134.83,450.52,541.07,695.93,765.34,932.45,880.02,820.35,860.87,813.31,798.82,882.36,812.82,884.4,0.0,0.0
E811 Te Rangihiroa DB.TRHGF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,763.68,1610.59,1105.4,911.41,1374.43,876.74,880.33,941.56,1012.86,1600.04,1766.74,1926.19,763.68,1610.59,1105.4,911.41,1374.43,1753.48,1760.66,1883.13,2025.71,3200.08,3533.48,3852.38,4034.85,3289.86,2817.42,0.0,0.0
E811 Te Rangihiroa DB.TRHGF Lighting Essential,0.0,0.0,0.0,0.0,0.0,0.0,0.0,874.63,242.73,197.61,309.82,247.21,110.14,107.96,111.82,97.78,103.5,107.76,107.94,874.63,242.73,197.61,309.82,247.21,220.29,215.93,223.64,195.55,207.01,215.52,215.87,323.8,203.03,206.21,0.0,0.0
E811 Te Rangihiroa DB.TRHGF Power Essential,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,21.12,20.29,21.16,11.19,13.25,14.16,13.68,14.08,13.64,14.21,14.08,15.0,21.12,20.29,21.16,22.38,26.5,28.32,27.37,28.16,27.28,28.42,28.15,27.46,28.38,0.0,0.0
E811 Te Rangihiroa DB.TRHGF Power Non-Essential,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.53,383.3,531.86,47.5,41.19,29.9,17.44,18.46,24.22,19.45,19.12,19.82,140.53,383.3,531.86,47.5,41.19,59.79,34.88,36.93,48.43,38.9,38.24,39.63,39.19,58.5,82.58,0.0,0.0
E811 Te Rangihiroa DB.TRHGF Townhouse 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.46,232.82,189.16,173.56,533.54,343.76,297.54,268.36,247.12,532.5,551.43,576.9,21.46,232.82,189.16,173.56,533.54,687.53,595.09,536.72,494.23,1064.99,1102.87,1153.8,1204.67,1042.86,850.61,0.0,0.0
E811 Te Rangihiroa DB.TRHGF Townhouse 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,175.89,156.23,228.36,300.28,160.22,183.77,219.46,264.44,318.98,315.14,369.46,0.09,175.89,156.23,228.36,300.28,320.45,367.54,438.93,528.88,637.95,630.29,738.91,680.69,538.93,495.27,0.0,0.0
E811 Te Rangihiroa DB.TRHGF Townhouse 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,122.97,224.61,219.96,259.29,306.94,364.35,615.83,764.64,845.15,0.01,714.96,580.28,122.97,224.61,439.93,518.57,613.88,728.7,1231.66,1529.27,1690.3,1773.8,1429.92,1160.56,0.0,0.0
E811 Te Rangihiroa MCC.TRHGB,0.0,0.0,0.0,0.0,0.0,0.0,25.62,2341.55,3010.66,3154.84,2611.46,3438.17,1793.84,1600.11,1731.97,1590.76,1693.48,1690.66,25.62,2341.55,3010.66,3154.84,2611.46,3438.17,3587.68,3200.22,3463.94,3181.52,3386.96,3381.33,3149.91,3229.0,3193.6,3280.65,0.0,0.0
E811 Te Rangihiroa MCC.TRHGA,0.0,0.0,0.0,0.0,0.0,0.0,38572.01,34118.5,13022.94,17112.19,29216.04,33746.06,16161.34,11747.81,8679.94,8828.79,11219.92,6480.24,38572.01,34118.5,13022.94,17112.19,29216.04,33746.06,32322.69,23495.62,17359.87,17657.58,22439.84,12960.48,13313.18,14487.26,14531.42,15296.96,0.0,0.0
E811 Te Rangihiroa MCC.TRH6A,0.0,0.0,0.0,0.0,0.0,0.0,68.1,8660.26,14411.03,13551.57,12836.98,15155.8,7538.4,7174.19,7738.3,7562.42,7281.09,6961.24,68.1,8660.26,14411.03,13551.57,12836.98,15155.8,15076.8,14348.38,15476.61,15124.83,14562.18,13922.48,13220.8,15436.66,14780.59,15134.21,0.0,0.0
E811 Te Rangihiroa MCC.TRH6B,0.0,0.0,0.0,0.0,0.0,0.0,58.75,2297.34,9076.62,7859.62,9969.78,15069.89,10234.61,8965.96,8243.99,7966.17,6489.8,4955.5,58.75,2297.34,9076.62,7859.62,9969.78,15069.89,20469.22,17931.92,16487.98,15932.34,12979.61,9911.01,10867.7,11423.62,10664.7,13461.92,0.0,0.0
E902 Hocken MCC1 Ground Stacks:,19183.0,17554.0,21047.0,16296.0,17705.0,15859.0,16126.0,16079.0,13065.0,16043.52,16955.78,20542.78,21737.6,19437.7,19962.05,18032.45,16803.2,15930.3,16050.69,15976.0,15878.98,16958.27,16653.06,18456.19,19718.46,18163.58,17072.32,15618.3,16259.01,15770.43,16057.86,16921.34,16344.38,4998.66,0.0,0.0
E902 Hocken MCC2 Boiler Rm:,16135.0,14475.0,16422.0,16890.0,17712.0,11890.0,18759.0,25193.0,23977.0,20465.41,19596.93,21740.35,21242.69,20251.71,23586.18,22730.94,27519.17,21059.46,20201.09,20061.63,18961.09,21324.22,22159.74,23072.64,24014.02,22193.92,22946.24,22912.83,21671.94,22048.58,22113.92,22291.58,26616.06,8508.93,0.0,0.0
E902 Hocken MCC3 L1 Plant Rm:,19774.0,16966.0,18062.0,18005.0,18770.0,20662.0,21146.0,19967.0,17164.0,19831.36,17433.79,18007.74,18192.45,16259.26,17619.33,17123.01,17994.3,20977.66,21659.84,22392.51,20184.64,21251.97,21516.42,21445.12,20203.26,17440.0,20443.26,18301.7,19923.33,18401.54,19635.71,20268.8,20445.82,4621.44,0.0,0.0
E902 Hocken SB1:,1970.0,1740.0,1824.0,1776.0,2006.0,2193.0,2052.0,2361.0,1967.0,1760.26,1722.37,1170.43,1566.21,1700.35,1818.11,1709.57,1824.26,1987.07,1972.22,2399.74,1886.21,2053.63,2209.79,1343.49,1619.46,1753.09,1891.33,1772.03,2360.83,1878.02,2570.24,2392.06,2007.55,1975.81,0.0,0.0
E902 Hocken SB2:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E902 Hocken SB3:,1078.0,982.0,1152.0,935.0,1192.0,1435.0,1891.0,1861.0,1711.0,1650.5,1398.85,1030.59,1103.68,1110.4,1426.94,1148.54,1554.37,1483.97,1472.96,1747.2,1581.63,1612.8,1495.04,1071.3,1258.62,1213.31,1316.74,1294.72,1683.9,1499.01,1702.53,1625.15,1413.7,323.39,0.0,0.0
E902 Hocken SB4:,2901.0,2723.0,2883.0,2631.0,3153.0,3086.0,3458.0,3420.0,3142.0,2987.71,2937.86,2388.42,2667.2,2695.74,3315.26,2644.54,3119.87,3139.26,3184.26,3556.67,3521.02,3372.16,3330.75,2573.63,3077.57,3048.0,3283.97,3230.21,3632.06,3137.86,3465.41,3540.8,3173.5,890.88,0.0,0.0
E902 Hocken SB5:,438.0,374.0,428.0,367.0,427.0,392.0,389.0,419.0,428.0,402.56,339.97,268.67,290.43,289.15,404.86,348.42,378.88,390.27,375.42,389.5,300.29,357.63,371.84,340.86,378.11,406.66,326.66,321.41,450.69,359.42,309.63,326.27,359.42,122.75,0.0,0.0
E902 Hocken SB6:,864.0,763.0,839.0,666.0,797.0,903.0,889.0,1199.0,984.0,874.5,1004.74,812.42,1096.38,1039.04,1378.05,1073.22,1658.18,1567.87,1551.68,1389.5,1281.09,1265.98,1285.25,1049.41,1285.18,1465.54,1451.65,1433.15,1831.68,1741.95,1813.18,1659.84,1561.22,395.97,0.0,0.0
E902 Hocken SB7:,544.0,459.0,477.0,382.0,414.5,381.5,138.0,478.0,342.5,412.98,440.66,376.34,424.82,416.87,491.06,362.25,563.31,532.6,474.58,533.71,592.79,626.39,543.73,434.91,469.13,437.56,431.41,464.62,552.83,488.08,541.95,504.3,530.92,125.76,0.0,0.0
"F402 University Union Backfeed - Smithells, HEDC & Union Lawn:",24428.0,31981.0,41349.0,42519.0,47390.0,40643.0,43453.0,43463.0,40566.0,42504.19,28613.63,15209.98,13211.14,15510.02,21478.91,23137.79,29737.98,32390.66,35868.16,37566.46,29501.95,25748.99,21118.46,14527.49,13933.06,16868.86,21507.58,25192.45,35909.63,29551.1,30858.24,32386.05,28596.74,23030.27,0.0,0.0
"F403 OUSA total DB1, 2,3 & 4:",4159.0,4213.0,4462.0,4899.0,7513.0,8319.0,9905.0,8569.0,6956.0,6180.16,4570.62,4033.54,3745.02,4483.65,5464.32,5151.62,7102.91,7957.57,8297.66,8760.45,6086.34,5256.13,4283.01,3581.82,3658.88,3919.36,4868.35,5577.73,8603.71,8205.95,7876.67,7027.2,5983.23,1645.76,0.0,0.0
F403 OUSA DB1 & DB4 North end:,2351.0,2427.0,2486.0,2696.0,4219.0,4373.0,4915.0,4599.0,3511.0,3054.5,2543.84,2236.58,2028.67,2577.02,3165.66,2545.92,3867.23,4134.69,4436.06,4758.75,3299.65,2666.82,2208.7,1826.69,1923.9,2131.1,2728.7,2986.72,4776.99,4432.16,3403.46,3233.47,2710.69,779.33,0.0,0.0
F403 OUSA Ground North DB4.1 Bookshop:,1396.0,1439.0,1766.0,2041.0,2908.0,3981.0,4491.0,3435.0,2592.0,2508.58,1630.16,1586.4,1353.65,1185.44,1279.98,1448.19,2206.0,2846.46,3295.55,3310.9,2336.9,1874.11,1565.74,1485.54,1343.06,1400.38,1857.15,1847.41,3072.14,3107.06,3382.7,3422.85,2953.65,2253.49,0.0,0.0
F403 OUSA Ground North DB4.2 Planet Media:,732.0,720.0,798.0,1167.0,1736.0,2247.0,2198.0,1217.0,931.0,871.17,691.84,866.43,578.18,354.82,367.87,623.1,1086.34,1595.26,1846.66,1719.17,1057.28,718.08,592.0,546.69,484.86,559.36,849.28,750.34,1440.64,1550.98,1578.37,1646.46,1562.62,390.91,0.0,0.0
F405 Smithells Gym and Portacoms:,2046.0,3143.0,7402.0,7370.0,9113.0,7785.0,9576.0,9305.0,9950.0,9602.43,6606.08,5105.28,4832.38,6000.77,8767.36,8822.27,10405.38,10161.41,10889.22,12704.77,11391.74,9798.66,7580.8,4583.68,4526.85,5325.7,7833.73,9312.13,11677.7,9753.47,9657.98,12614.14,12396.16,8780.67,0.0,0.0
F412 Science Portacom 1:,1136.0,2013.0,3688.0,4092.0,4256.0,4150.0,4715.0,4145.0,3802.0,4117.87,3987.65,3645.47,3559.1,3823.82,4409.49,4472.22,4401.76,4701.5,5291.39,6833.6,5452.22,4878.56,4401.12,2947.33,3093.63,3085.98,3977.28,3837.22,4699.39,4124.16,4414.14,4453.06,4055.49,945.28,0.0,0.0
F413 Science Portacom 2:,47.0,47.0,308.0,240.0,471.0,608.0,674.0,582.0,492.0,420.77,540.77,399.36,306.69,336.9,432.26,398.05,624.48,552.86,485.95,520.03,437.7,391.2,537.63,336.67,263.65,272.9,308.61,323.55,486.56,390.21,610.75,453.09,383.2,69.89,0.0,0.0
F419 ISB MTHW Pumps P1 & P2:,31419.0,25496.0,15194.0,13400.0,30209.0,36638.0,38882.0,36098.0,35638.0,34913.02,29409.28,18230.27,28116.74,22244.61,30897.66,29659.9,33690.11,31861.5,34324.73,47605.76,52403.71,50401.54,45112.57,49769.21,51949.57,47896.32,47273.47,48058.11,54029.57,50279.17,56715.78,59077.38,43610.88,10594.3,0.0,0.0
F419 ISB east 1 main:,106191.0,99866.0,106494.0,96890.0,124722.0,117299.0,113552.0,122058.0,116015.0,119409.66,97455.1,82209.79,98179.07,91636.73,115484.67,109857.79,124483.59,113569.79,107107.33,133912.58,136648.7,141128.7,123478.02,110941.19,119756.8,118263.8,129538.05,132057.09,152492.03,134993.92,132726.78,147828.73,129300.48,141076.48,0.0,0.0
F419 ISB east Lift:,1467.0,1439.0,2402.0,2164.0,2917.0,2671.0,1610.0,2390.0,2458.0,2783.52,1213.87,710.82,865.33,1027.2,2211.73,1857.54,3074.17,2657.21,1502.92,2218.42,2845.27,3453.35,1828.9,1266.14,1427.4,1587.13,2566.66,2640.17,3441.02,2143.58,1473.52,2482.06,2805.54,3633.33,0.0,0.0
F419 ISB east MCC1:,10526.0,9924.0,10624.0,11168.0,12329.0,12044.0,12570.0,10140.0,7633.0,7860.54,9804.03,10862.91,10628.48,9553.98,12096.83,12412.8,12894.59,12848.26,13157.44,13065.02,12413.57,12744.26,11930.94,11214.78,10853.63,10782.02,12880.38,12601.02,13107.65,12861.95,13517.44,13368.06,12672.45,12393.73,0.0,0.0
